Chave_Tempo,Chave_Local,Chave_Religiao,Em_Conflito,Populacao_Total,Populacao_Urbana,Populacao_Rural,Taxa_Crescimento,Expectativa_Vida,Taxa_Mortalidade,PIB_Per_Capita,Acesso_Educacao,Medicos_Por_Habitante
23,58,36,Baixo,25198821,11190626,14008195,2.94,,,,,
22,58,36,Baixo,24478595,10703771,13774824,2.98,,,,,
21,58,36,Alto,23769127,10232281,13536846,3.02,60.4394,,2394.672,,1.88
20,58,36,Alto,23072640,9775868,13296772,3.06,60.0347,,2357.1904,,1.91
18,58,36,Alto,21713836,8906636,12807200,3.06,58.8577,,2348.8818,0.8847941971131642,
13,58,36,Médio,18593022,6985593,11607429,3.12,57.8519,,2270.787,,0.94
12,58,19,Baixo,15945198,5426927,10518271,3.33,55.9931,,2224.4338,,0.96
11,58,19,Baixo,13538647,4103334,9435313,3.21,53.7925,,2091.45,,0.6
10,58,19,Baixo,11559290,3110018,8449272,2.56,50.6046,,1744.1157,,
9,58,18,Baixo,10185365,2450930,7734435,2.1,48.2925,,1552.1215,,
8,58,18,Médio,9178830,1974293,7204537,1.85,46.5415,,1473.7943,,
7,58,18,Baixo,8374663,1645712,6728951,2.15,43.9214,,,,
6,58,18,Baixo,7530515,1310570,6219945,1.95,40.2659,,,,
5,58,18,Baixo,6837261,1052952,5784309,1.73,36.4844,,,,
4,58,18,Baixo,6276472,852497,5423975,1.54,33.396,,,,
3,58,18,Baixo,5815487,702069,5113418,1.48,31.5285,,,,
2,58,18,Baixo,5402550,582508,4820042,1.39,30.4589,,,,
1,58,36,Baixo,5041934,482207,4559727,1.43,29.689,,,,
23,59,36,Baixo,24074580,8113116,15961464,2.23,,,,,
22,59,36,Baixo,23548781,7744099,15804682,2.27,,,,,
21,59,36,Alto,23025776,7388364,15637412,2.3,61.092,,2482.0723,,
20,59,36,Alto,22509038,7045635,15463403,2.34,60.7,,2466.0532,,1.48
18,59,36,Alto,21478690,6397911,15080779,2.47,60.4536,,2380.9316,35.76242070350036,0.96
13,59,36,Baixo,18777487,4985855,13791632,3.03,58.7777,,2101.7026,,0.63
12,59,19,Baixo,16176498,3844025,12332473,3.03,56.343,,1873.9714,35.071579108726475,0.44
11,59,19,Baixo,13932123,2890728,11041395,3.16,53.271,,1664.9955,,
10,59,19,Baixo,11925546,2071267,9854279,2.8,50.8081,,1428.574,,
9,59,18,Baixo,10386722,1526708,8860014,2.55,49.5545,,1183.5286,,
8,59,18,Baixo,9159356,1217208,7942148,2.74,49.3145,,1107.856,,
7,59,18,Baixo,7999935,953160,7046775,2.86,48.7475,,,,
6,59,33,Baixo,6947900,600776,6347124,2.48,46.4653,,,,
5,59,33,Baixo,6147569,390628,5756941,1.85,42.4857,,,,
4,59,33,Baixo,5610304,323163,5287141,1.72,39.5404,,,,
3,59,33,Baixo,5152833,268985,4883848,1.52,37.758,,,,
2,59,33,Baixo,4778621,226977,4551644,1.35,36.0736,,,,
1,59,36,Baixo,4469053,191862,4277191,1.19,34.4693,,,,
23,60,36,Baixo,23112793,19421267,3691526,-0.44,,,,,
22,60,36,Baixo,23213962,19307854,3906108,-0.44,,,,,
21,60,36,Baixo,23317145,19189289,4127856,-0.44,80.5588,,,,
20,60,36,Baixo,23420111,19065559,4354552,-0.59,80.1569,,,,
18,60,36,Baixo,23663459,18802314,4861145,-0.05,81.1067,,,,
13,60,36,Baixo,23529254,18064348,5464906,0.26,79.8786,,,,
12,60,32,Baixo,23224049,17254388,5969661,0.35,79.0363,,,,
11,60,22,Baixo,22824931,16339969,6484962,0.44,77.133,,,,
10,60,32,Baixo,22332870,15258841,7074029,0.73,76.1389,,,,
9,60,32,Baixo,21534495,14516273,7018222,0.9,74.6174,,,,
8,60,32,Baixo,20594906,13457894,7137012,1.02,73.9362,,,,
7,60,32,Baixo,19571687,11043738,8527949,1.59,73.2953,,,,
6,60,32,Baixo,18086520,8631549,9454971,2.02,71.9591,,,,
5,60,32,Baixo,16365267,6458027,9907240,2.01,70.8761,,,,
4,60,32,Baixo,14815745,5360607,9455138,2.45,69.0362,,,,
3,60,32,Baixo,13124802,4282804,8841998,3.51,65.7341,,,,
2,60,32,Baixo,11046258,3361618,7684640,3.94,62.5432,,,,
1,60,32,Baixo,9104134,2623092,6481042,3.69,59.7957,,,,
23,61,36,Baixo,23229470,4193316,19036154,0.54,,,,,
22,61,36,Baixo,23103565,4137016,18966549,0.57,,,,,
21,61,36,Baixo,22971617,4083985,18887632,0.6,77.4828,,13029.524,,11.36
20,61,36,Baixo,22834965,4034302,18800663,0.59,77.2996,,13249.408,,
18,61,36,Baixo,22561807,3945488,18616319,0.67,76.9281,,13886.651,34.438761021532486,11.67
13,61,36,Baixo,21729971,3781471,17948500,0.8,75.9899,631.38908325,13329.779,,8.3
12,61,23,Baixo,20879089,3681427,17197662,0.65,74.4626,643.26666564,9832.187,,7.03
11,61,23,Médio,20216524,3573620,16642904,0.94,73.0733,675.86124893,7452.742,,5.04
10,61,23,Alto,19293054,3452171,15840883,1.9,71.1787,618.82239377,6428.6133,,4.13
9,61,22,Alto,17564068,3367985,14196083,1.44,69.7456,,5523.312,,2.3
8,61,22,Alto,16352458,3212099,13140359,1.02,69.2389,,4561.579,,
7,61,22,Baixo,15544154,3011554,12532600,0.92,68.8812,619.36604155,,,
6,61,22,Baixo,14847974,2797666,12050308,1.85,68.0059,617.21028006,,,
5,61,22,Baixo,13548984,2489237,11059747,1.97,65.3554,,,,
4,61,22,Baixo,12287110,2197238,10089872,2.39,64.3521,,,,
3,61,22,Baixo,10916965,1901067,9015898,2.47,62.7926,825.57363003,,,
2,61,22,Baixo,9661389,1622519,8038870,2.3,60.6022,858.01758109,,,
1,61,22,Baixo,8623331,1373606,7249725,2.0,57.1783,1098.7076493,,,
23,62,36,Baixo,22216120,4407124,17808996,2.59,,,,,
22,62,36,Baixo,21655286,4213135,17442151,2.61,,,,,
21,62,36,Baixo,21104482,4029578,17074904,2.6,67.3535,,1648.4365,,
20,62,36,Baixo,20568728,3855794,16712934,2.6,66.037,,1659.9594,,0.54
18,62,36,Baixo,19533888,3534836,15999052,2.67,65.2159,,1656.4398,19.763210915649264,0.49
13,62,36,Baixo,17085587,2866700,14218887,2.88,62.324,,1597.6914,,
12,62,6,Baixo,14826463,2357581,12468882,2.92,57.787,,1504.3751,11.919428062586436,
11,62,6,Baixo,12840031,1962982,10877049,2.56,52.4693,,1214.7427,,
10,62,6,Baixo,11315942,1662050,9653892,2.2,46.1698,,1239.3917,,
9,62,6,Baixo,10150117,1314278,8835839,1.24,43.8043,,1140.7561,,
8,62,6,Baixo,9545852,1090992,8454860,4.61,43.5748,,1047.4644,,
7,62,6,Baixo,7620508,732861,6887647,3.99,44.5678,,,,
6,62,6,Baixo,6265529,557771,5707758,3.45,44.3308,,,,
5,62,6,Baixo,5287367,404986,4882381,2.67,40.0794,,,,
4,62,6,Baixo,4633944,278646,4355298,2.5,36.638,,,,
3,62,6,Baixo,4096157,199188,3896969,2.46,35.7401,,,,
2,62,36,Baixo,3628134,158848,3469286,2.25,34.9862,,,,
1,62,36,Baixo,3246543,127621,3118922,1.93,33.5805,,,,
23,63,36,Baixo,21913874,10256668,11657206,2.81,,,,,
22,63,36,Baixo,21314956,9843878,11471078,2.85,,,,,
21,63,36,Baixo,20723965,9445888,11278077,2.83,66.3487,,3673.4841,,
20,63,36,Baixo,20152938,9062291,11090647,2.8,65.2791,,3585.1238,,3.24
18,63,36,Baixo,19059395,8336381,10723014,2.95,63.3607,,3391.5955,19.27652557018719,2.53
13,63,36,Baixo,16399089,6747236,9651853,3.26,60.7284,,3576.9255,,
12,63,6,Baixo,13965594,5450667,8514927,3.57,56.896,,3266.5076,10.381517149371257,0.6
11,63,6,Baixo,11718819,4448559,7270260,3.19,51.6147,,2564.4756,,0.55
10,63,6,Baixo,10017631,3665128,6352503,2.66,46.5771,,2220.5654,,
9,63,6,Baixo,8785763,3390243,5395520,2.45,46.0509,,2119.9565,,
8,63,6,Baixo,7786169,3163284,4622885,2.8,48.204,,2425.1113,,
7,63,6,Baixo,6780953,2758109,4022844,3.16,52.0014,,,,
6,63,6,Baixo,5802833,2344812,3458021,3.06,55.4961,,,,
5,63,6,Baixo,4990086,1734432,3255654,2.92,55.742,,,,
4,63,6,Baixo,4321718,1266841,3054877,3.2,53.4039,,,,
3,63,6,Baixo,3692086,832850,2859236,3.2,52.0793,,,,
2,63,36,Baixo,3153729,552492,2601237,3.13,50.6483,,,,
1,63,36,Baixo,2703543,382236,2321307,3.1,48.7556,,,,
23,64,36,Baixo,20843754,11494249,9349505,1.22,,,,,
22,64,36,Baixo,20592571,11360335,9232236,1.29,,,,,
21,64,36,Baixo,20330104,11226799,9103305,1.47,74.4021,,34703.234,,37.54
20,64,36,Baixo,20034609,11093646,8940963,1.47,73.5028,,33506.26,,37.19
18,64,36,Baixo,19482117,10828881,8653236,1.42,71.1952,860.18275385,32011.549,40.29023924274089,36.63
13,64,36,Baixo,18084169,10151168,7933001,1.44,72.0242,746.85396126,30893.76,,37.26
12,64,19,Baixo,16836810,9319106,7517704,1.07,68.2575,893.6496675,26374.84,38.81370596458042,37.91
11,64,19,Baixo,15968117,8775200,7192917,0.6,65.3556,1037.2925278,20565.53,,34.76
10,64,19,Baixo,15501103,8446937,7054166,-1.51,63.793,1001.1082774,12935.864,,31.58
9,64,19,Baixo,16730536,8966986,7763550,-0.5,63.7169,1021.0887809,10600.33,,35.94
8,64,36,Baixo,17154054,9306548,7847506,1.36,65.7012,772.58139019,16837.691,,38.64
7,64,36,Baixo,16031090,8843705,7187385,1.13,65.3755,803.44480143,,,
6,64,36,Baixo,15152949,8070301,7082648,2.04,62.5155,,,,
5,64,36,Baixo,13700843,7427349,6273494,1.98,61.1099,,,,
4,64,36,Baixo,12419057,6585970,5833087,2.47,60.049,,,,
3,64,36,Baixo,10993183,5602843,5390340,3.12,59.0423,,,,
2,64,36,Baixo,9429981,4418028,5011953,3.36,57.9455,,,,
1,64,36,Baixo,7993631,3231136,4762495,3.33,56.8266,,,,
23,65,36,Baixo,21003705,4700984,16302721,3.47,,,,,
22,65,36,Baixo,20299123,4508833,15790290,5.07,,,,,
21,65,36,Médio,19319064,4326026,14993038,4.68,55.0692,,1679.4615,,0.85
20,65,36,Baixo,18455316,4152209,14303107,3.52,54.5275,,1688.4602,,0.82
18,65,36,Médio,17224679,3830260,13394419,3.23,53.0818,,1780.563,10.21056169102503,0.58
13,65,36,Médio,14647621,3154216,11493405,3.53,51.3196,,2213.6567,,0.48
12,65,19,Baixo,12312575,2613400,9699175,3.58,50.1067,,2081.1394,35.63975236542053,
11,65,19,Médio,10328092,2194746,8133346,3.94,48.86,,1957.2886,,
10,65,19,Médio,8512093,1805052,6707041,3.73,47.937,,1089.9031,,0.28
9,65,18,Baixo,7089064,1503250,5585814,3.45,47.4533,,1150.9735,,
8,65,18,Médio,5982833,1239707,4743126,3.26,45.0738,,1237.9423,,
7,65,18,Baixo,5096269,1007073,4089196,2.45,45.3147,,,,
6,65,18,Baixo,4515453,847659,3667794,1.62,43.4522,,,,
5,65,18,Baixo,4167234,636342,3530892,2.25,42.7364,,,,
4,65,18,Baixo,3727828,421481,3306347,2.01,41.3855,,,,
3,65,18,Baixo,3374220,278207,3096013,2.04,40.05,,,,
2,65,18,Baixo,3049838,200952,2848886,1.99,39.2157,,,,
1,65,36,Baixo,2764249,150299,2613950,1.82,37.3461,,,,
23,66,36,Baixo,19859921,16850412,3009509,0.48,,,,,
22,66,36,Baixo,19764771,16724992,3039779,0.54,,,,,
21,66,36,Baixo,19658835,16597903,3060932,0.54,81.1667,,29462.64,,33.34
20,66,36,Baixo,19553036,16469065,3083971,0.5,79.1762,,29557.393,,31.78
18,66,36,Baixo,19370624,16205574,3165050,0.9,79.3488,660.0108463,26257.832,53.35308066828708,27.98
13,66,36,Baixo,18047625,15517478,2530147,0.99,80.0079,575.01792079,27821.197,,21.38
12,66,6,Baixo,17181464,14796864,2384600,1.0,79.0954,573.94750698,24125.287,53.95867454154944,14.23
11,66,6,Baixo,16348778,14012965,2335813,1.07,78.4589,532.0613264,20925.916,,9.7
10,66,6,Baixo,15503635,13137147,2366488,1.31,77.1276,513.70216811,17531.46,,
9,66,6,Baixo,14527381,12087036,2440345,1.57,75.2984,546.07977016,14956.858,,
8,66,6,Baixo,13437176,11026799,2410377,1.63,73.6752,596.27489737,11064.255,,
7,66,6,Baixo,12395274,10064404,2330870,1.5,71.6153,610.85912708,,,
6,66,6,Baixo,11508550,9153051,2355499,1.52,69.4748,663.69529984,,,
5,66,6,Baixo,10671559,8179999,2491560,1.62,66.0374,727.2745098,,,
4,66,6,Baixo,9845344,7194621,2650723,1.78,62.6344,887.71001003,,,
3,66,6,Baixo,9012938,6178103,2834835,2.02,59.4726,1080.2451674,,,
2,66,6,Baixo,8153350,5234614,2918736,2.15,57.2163,1251.7829051,,,
1,66,6,Baixo,7332301,4368840,2963461,2.04,54.9278,1293.7113402,,,
23,67,36,Baixo,18908650,10431178,8477472,-0.56,,,,,
22,67,36,Baixo,19015088,10437471,8577617,-0.54,,,,,
21,67,36,Baixo,19118479,10448074,8670405,-0.25,75.9381,,40665.527,,
20,67,36,Baixo,19166772,10463159,8703613,-0.42,75.2614,,39733.656,,36.25
18,67,36,Baixo,19392469,10507365,8885104,-0.56,74.0464,,35802.69,49.71045114246074,33.07
13,67,36,Baixo,19871019,10711013,9160006,-0.56,74.7371,1318.3551696,29442.305,,27.58
12,67,6,Baixo,20432574,11002831,9429743,-0.75,73.5793,1211.8864662,25125.145,49.26586263232504,24.85
11,67,6,Baixo,21213388,11395702,9817686,-0.77,71.5808,1212.0922598,20754.506,,22.34
10,67,6,Baixo,22046262,11728886,10317376,-0.55,71.1594,1140.2566491,14986.157,,19.61
9,67,6,Baixo,22657723,12348124,10309599,-0.25,69.323,1197.7955117,14995.828,,17.7
8,67,6,Baixo,22939530,12500412,10439118,0.29,69.8412,1064.7183787,16462.46,,18.23
7,67,6,Baixo,22605820,11468899,11136921,0.4,69.4069,1085.4660987,,,
6,67,6,Baixo,22154771,10417222,11737549,0.82,69.2489,1044.4206221,,,
5,67,6,Baixo,21268070,9279580,11988490,1.23,69.5985,929.80499033,,,
4,67,6,Baixo,20011625,8285095,11726530,1.35,67.9295,954.2278731,,,
3,67,6,Baixo,18713054,7305565,11407489,0.43,68.3864,858.72478636,,,
2,67,6,Baixo,18313495,6367667,11945828,0.94,65.6057,873.3168871,,,
1,67,6,Baixo,17475268,5353421,12121847,1.28,63.2508,,,,
23,68,36,Baixo,19654739,9168559,10486180,3.4,,,,,
22,68,36,Baixo,19009151,8795255,10213896,3.54,,,,,
21,68,36,Alto,18358615,8434610,9924005,3.13,58.8158,,1402.47,,
20,68,36,Alto,17801897,8086843,9715054,3.07,53.9315,,1387.8137,,
18,68,36,Alto,16651191,7431038,9220153,3.87,57.0948,,1396.0535,,
13,68,36,Alto,13806963,6014594,7792369,2.4,55.0555,,1343.443,,
12,68,19,Alto,12261756,4738106,7523650,2.87,48.8996,,994.8685,,
11,68,19,Médio,10644228,3779950,6864278,3.79,50.8937,,830.5092,,
10,68,19,Médio,8838713,2996056,5842657,3.94,50.7466,,702.59796,,
9,68,19,Médio,7285007,2421245,4863762,0.56,50.6499,,636.43365,,
8,68,19,Alto,7082811,2193935,4888876,1.14,46.896,,,,
7,68,19,Baixo,6693289,1906249,4787040,2.43,48.2786,,,,
6,68,12,Baixo,5936154,1701924,4234230,6.87,47.6108,,,,
5,68,12,Baixo,4257535,989409,3268126,2.63,44.4902,,,,
4,68,12,Baixo,3738448,781165,2957283,2.66,45.644,,,,
3,68,12,Baixo,3277874,612593,2665281,2.65,44.6306,,,,
2,68,12,Baixo,2876331,477113,2399218,2.58,43.5433,,,,
1,68,36,Baixo,2532253,370572,2161681,2.73,42.5036,,,,
23,69,36,Baixo,18931966,9903731,9028235,2.32,,,,,
22,69,36,Baixo,18501984,9559605,8942379,2.35,,,,,
21,69,36,Baixo,18077573,9225165,8852408,2.42,68.6829,,4317.2266,,1.09
20,69,36,Baixo,17651103,8900124,8750979,2.5,67.7884,,4227.7334,,1.24
18,69,36,Baixo,16789219,8277123,8512096,2.67,67.4961,,4018.0413,38.94975821304839,0.82
13,69,36,Baixo,14593331,6868710,7724621,2.92,66.4511,,3593.7947,,
12,69,19,Baixo,12635413,5653812,6981601,2.38,64.2214,,3403.5671,39.78185711156162,
11,69,19,Baixo,11235472,4693370,6542102,2.42,60.9801,,3301.8208,,
10,69,19,Baixo,9968260,3985284,5982976,2.41,57.6153,,3093.2878,,
9,69,19,Médio,8848101,3464168,5383933,2.76,57.3356,,2835.0327,,
8,69,19,Baixo,7720523,2938830,4781693,2.93,56.6739,,2923.3442,,
7,69,19,Baixo,6683287,2434961,4248326,2.71,52.5864,,,,
6,69,19,Baixo,5845638,2000428,3845210,2.48,48.2935,,,,
5,69,19,Baixo,5170810,1663175,3507635,2.97,43.9377,,,,
4,69,19,Baixo,4466328,1277252,3189076,3.02,40.789,,,,
3,69,19,Baixo,3849788,970457,2879331,2.88,39.7614,,,,
2,69,19,Baixo,3340907,737552,2603355,2.81,39.6678,,,,
1,69,36,Baixo,2908505,560479,2348026,2.62,38.5405,,,,
23,70,36,Baixo,18687881,10568383,8119498,1.53,,,,,
22,70,36,Baixo,18406359,10302289,8104070,1.55,,,,,
21,70,36,Baixo,18124838,10040727,8084111,1.55,72.6023,,12389.386,,
20,70,36,Baixo,17847877,9783810,8064067,1.42,71.2064,,12153.03,,
18,70,36,Baixo,17357325,9284293,8073032,1.48,69.9707,535.85239385,11101.01,36.343141149797795,12.81
13,70,36,Baixo,15971743,8121457,7850286,1.95,70.9148,497.62407822,10789.71,,
12,70,6,Baixo,14500112,7081513,7418599,2.07,69.885,497.23804865,9828.435,23.388341748353806,
11,70,6,Baixo,13087629,6143708,6943921,2.27,68.167,541.7673206,9102.888,,
10,70,6,Baixo,11697592,5281459,6416133,2.55,67.1018,576.22934434,8773.454,,
9,70,6,Médio,10312996,4543736,5769260,2.7,63.6619,626.01785908,8198.196,,
8,70,6,Médio,9024773,3890023,5134750,2.83,61.7673,791.72582607,7597.3696,,
7,70,6,Baixo,7849693,3324620,4525073,2.61,59.7884,,,,
6,70,6,Baixo,6900212,2820471,4079741,2.4,55.2968,979.75426236,,,
5,70,6,Baixo,6128731,2388548,3740183,2.58,52.8323,1192.8853691,,,
4,70,6,Baixo,5396966,1998290,3398676,2.78,48.5065,1375.5934051,,,
3,70,6,Baixo,4704965,1655162,3049803,2.97,47.1855,1686.1198738,,,
2,70,6,Baixo,4063655,1310429,2753226,2.84,45.7598,,,,
1,70,6,Baixo,3533307,1014803,2518504,2.67,40.6828,,,,
23,71,36,Baixo,18346819,16318658,2028161,0.65,,,,,
22,71,36,Baixo,18228742,16233370,1995372,0.75,,,,,
21,71,36,Baixo,18092524,16143184,1949340,1.05,82.1576,,71446.695,,
20,71,36,Baixo,17904421,16048486,1855935,0.98,81.9121,961.3473511,72103.87,,
18,71,36,Baixo,17636731,15847281,1789450,0.57,81.3931,963.20942353,65571.375,77.77243628751552,
13,71,36,Baixo,17107433,15273879,1833554,0.4,81.49,868.56351894,63771.105,,
12,71,6,Baixo,16771235,14536474,2234761,0.37,80.8293,818.86713008,62191.176,83.8515786277026,
11,71,6,Baixo,16465710,13524212,2941498,0.5,79.488,835.7960565,59060.78,,
10,71,6,Baixo,16058760,12230482,3828278,0.63,78.13,882.40171604,56629.344,,
9,71,6,Baixo,15565032,11261960,4303072,0.7,77.5512,877.64409082,47231.113,,
8,71,6,Baixo,15030878,10278933,4751945,0.67,77.0122,861.61254724,43599.863,,
7,71,6,Baixo,14538959,9683586,4855373,0.53,76.3758,846.71915648,,,
6,71,6,Baixo,14162686,9160398,5002288,0.7,75.7719,807.63685706,,,
5,71,6,Baixo,13680035,8645480,5034555,0.94,74.5546,832.25036952,,,
4,71,6,Baixo,13052078,8017334,5034744,1.19,73.6279,840.73321318,,,
3,71,6,Baixo,12301125,7441237,4859888,1.38,73.6055,797.30290288,,,
2,71,6,Baixo,11486911,6840932,4645979,1.33,73.3538,761.63529678,,,
1,71,6,Baixo,10751230,6209436,4541794,1.23,72.4989,756.81105768,,,
23,72,36,Baixo,18289896,12062680,6227216,0.85,,,,,
22,72,36,Baixo,18135478,11870894,6264584,0.86,,,,,
21,72,36,Baixo,17980083,11681070,6299013,0.88,77.3924,,14472.316,,
20,72,36,Baixo,17823897,11493241,6330656,0.8,76.5767,,14263.204,,
18,72,36,Baixo,17546065,11123641,6422424,1.19,72.0036,654.73925319,12425.018,41.736907746571106,23.13
13,72,36,Baixo,16266225,10235174,6031051,1.53,76.2219,399.6417473,13864.487,,18.06
12,72,6,Baixo,15076695,9362550,5714145,1.72,75.1876,410.46912099,11651.343,24.83824122595025,12.83
11,72,6,Baixo,13846163,8476093,5370070,1.76,73.9092,410.79580875,10647.086,,9.02
10,72,6,Baixo,12689206,7614955,5074251,1.83,72.0896,444.24299015,9171.751,,8.12
9,72,6,Baixo,11590514,6608741,4981773,2.05,71.3485,444.05145469,9513.455,,12.31
8,72,6,Baixo,10473673,5629140,4844533,2.38,68.445,490.83495212,9093.611,,9.34
7,72,6,Baixo,9311154,4632910,4678244,2.66,65.6253,545.24322365,,,
6,72,6,Baixo,8165877,3745835,4420042,2.78,63.3261,682.62899557,,,
5,72,6,Baixo,7118251,2960081,4158170,2.95,61.0849,787.10853671,,,
4,72,6,Baixo,6155387,2385138,3770249,3.02,58.8496,996.72519877,,,
3,72,6,Baixo,5303963,1923650,3380313,2.93,56.5243,,,,
2,72,2,Baixo,4590891,1539922,3050969,2.76,53.3961,,,,
1,72,2,Baixo,4006188,1227169,2779019,2.64,50.3928,,,,
23,73,36,Baixo,17847982,4721141,13126841,1.19,,,,,
22,73,36,Baixo,17638801,4581944,13056857,1.23,,,,,
21,73,36,Baixo,17423880,4445360,12978520,1.29,70.6675,,6690.5894,,
20,73,36,Baixo,17201724,4311303,12890421,1.34,70.528,,6456.7383,,
18,73,36,Baixo,16725474,4050459,12675015,1.48,70.0594,,6128.782,53.23404536461032,
13,73,36,Baixo,15623251,3443036,12180215,1.5,69.3977,,4968.5728,,1.5
12,73,23,Baixo,14500726,2903806,11596920,1.53,67.3108,,3711.5376,,2.27
11,73,23,Baixo,13439202,2544414,10894788,1.52,64.1128,,2781.8904,,
10,73,23,Baixo,12462336,2258686,10203650,4.46,59.4914,,1922.0317,,1.64
9,73,23,Médio,10018497,1844262,8174235,6.32,56.562,,1672.7393,,
8,73,21,Médio,7374752,1395017,5979735,4.06,55.205,,2646.098,,
7,73,21,Baixo,6043783,1074486,4969297,3.05,50.7986,,,,
6,73,23,Baixo,5199872,662376,4537496,-4.6,47.4978,,,,
5,73,22,Baixo,6581371,336810,6244561,-0.17,12.7845,,,,
4,73,22,Baixo,6639182,1117077,5522105,1.8,38.6281,,,,
3,73,22,Baixo,6072289,700389,5371900,2.19,44.4969,,,,
2,73,22,Baixo,5449966,588531,4861435,2.19,42.1339,,,,
1,73,22,Baixo,4890372,516753,4373619,2.25,40.2528,,,,
23,74,36,Baixo,16950795,6429761,10521034,1.9,,,,,
22,74,36,Baixo,16634373,6269464,10364909,1.8,,,,,
21,74,36,Baixo,16340822,6117511,10223311,1.69,62.7748,,3442.2512,,1.36
20,74,36,Baixo,16069056,5972826,10096230,1.72,62.3601,,3323.1218,,1.27
18,74,36,Baixo,15526888,5700460,9826428,1.67,61.53,,2987.2698,33.04017679656631,1.28
13,74,36,Baixo,14399013,5109485,9289528,1.51,58.9895,,3382.923,,1.74
12,74,6,Baixo,13356548,4676106,8680442,1.36,51.9252,,2572.77,32.337200939329556,1.21
11,74,6,Baixo,12483432,4413866,8069566,0.98,46.5701,,2642.1743,,1.21
10,74,6,Baixo,11892055,4125989,7766066,1.62,46.0339,,4071.022,,1.26
9,74,6,Baixo,10974599,3592151,7382448,1.6,51.1435,,3935.28,,1.49
8,74,6,Baixo,10137281,2951918,7185363,3.14,58.3191,,4013.299,,1.3
7,74,6,Baixo,8686813,2200595,6486218,4.29,60.9012,,,,
6,74,6,Baixo,7041303,1602677,5438626,2.92,59.0621,,,,
5,74,6,Baixo,6098658,1215331,4883327,3.18,58.2495,,,,
4,74,6,Baixo,5215918,898584,4317334,3.19,57.7608,,,,
3,74,33,Baixo,4458462,644767,3813695,3.2,55.9054,,,,
2,74,36,Baixo,3809389,472478,3336911,3.14,53.4922,,,,
1,74,36,Baixo,3263215,371106,2892109,3.18,51.4106,,,,
23,75,36,Baixo,15099727,6082701,9017026,2.34,,,,,
22,75,36,Baixo,14754785,5864528,8890257,2.42,,,,,
21,75,36,Baixo,14405468,5654534,8750934,2.49,60.7405,,3949.34,,
20,75,36,Baixo,14055137,5452425,8602712,2.51,60.4316,,3792.0107,,2.1
18,75,36,Baixo,13371183,5070656,8300527,2.58,59.3499,,3630.9934,37.42671629906009,
13,75,36,Baixo,11767070,4249131,7517939,2.51,57.8986,,2869.8516,,0.83
12,75,19,Baixo,10396086,3635259,6760827,2.37,56.4305,,2594.8306,,
11,75,19,Baixo,9245844,3122424,6123420,1.87,54.4217,,2501.2217,,1.02
10,75,19,Médio,8428832,2719112,5709720,2.22,52.4197,,2358.2876,,0.91
9,75,18,Baixo,7553249,2320034,5233215,3.26,49.8359,,2171.7256,,
8,75,18,Baixo,6434374,1693072,4741302,2.78,47.2518,,2105.7473,,
7,75,18,Baixo,5610373,1353622,4256751,2.14,45.3102,,,,
6,75,18,Baixo,5047419,1065557,3981862,1.64,42.8415,,,,
5,75,18,Baixo,4653876,851729,3802147,1.7,40.6065,,,,
4,75,18,Baixo,4277535,674210,3603325,1.91,39.0603,,,,
3,75,33,Baixo,3890716,503254,3387462,1.81,37.6534,,,,
2,75,18,Baixo,3556749,374618,3182131,1.71,36.6231,,,,
1,75,36,Baixo,3267860,278619,2989241,1.64,35.9585,,,,
23,76,36,Baixo,14814460,7076087,7738373,2.43,,,,,
22,76,36,Baixo,14462724,6820688,7642036,2.49,,,,,
21,76,36,Baixo,14111034,6572440,7538594,2.55,60.7738,,3721.2246,,2.16
20,76,36,Baixo,13759501,6331216,7428285,2.58,60.4751,,3588.3352,,1.9
18,76,36,Baixo,13070169,5869303,7200866,2.7,60.154,,3317.8596,28.615347357208343,
13,76,36,Baixo,11360681,4832633,6528048,3.0,59.1233,,2952.0022,,
12,76,6,Baixo,9797484,3964272,5833212,3.06,58.3873,,2733.574,26.174915357180534,0.52
11,76,6,Baixo,8426144,3236223,5189921,3.13,57.7384,,2632.4724,,
10,76,6,Baixo,7221619,2631898,4589721,3.01,56.5945,,2536.169,,
9,76,33,Baixo,6226773,2170773,4056000,3.35,55.3657,,2300.141,,
8,76,33,Baixo,5281479,1716829,3564650,3.08,53.0205,,2207.0679,,
7,76,33,Baixo,4538012,1317626,3220386,2.94,49.9591,,,,
6,76,33,Baixo,3925251,1016229,2909022,2.64,47.7469,,,,
5,76,33,Baixo,3445407,715214,2730193,2.37,45.4053,,,,
4,76,33,Baixo,3065057,486086,2578971,2.13,43.0293,,,,
3,76,33,Baixo,2757936,329541,2428395,1.84,40.971,,,,
2,76,33,Baixo,2517286,225522,2291764,1.35,38.7746,,,,
1,76,36,Baixo,2353646,156746,2196900,0.9,36.9609,,,,
23,77,36,Baixo,14569341,2659944,11909397,2.19,,,,,
22,77,36,Baixo,14256567,2576901,11679666,2.16,,,,,
21,77,36,Baixo,13954471,2497854,11456617,2.22,67.7852,,3060.029,,
20,77,36,Baixo,13651030,2422469,11228561,2.21,67.528,,2889.8848,,0.9
18,77,36,Baixo,13065837,2281330,10784507,2.27,66.9534,,2518.1653,19.256074810227382,1.16
