Chave_Tempo,Chave_Local,Chave_Religiao,Em_Conflito,Populacao_Total,Populacao_Urbana,Populacao_Rural,Taxa_Crescimento,Expectativa_Vida,Taxa_Mortalidade,PIB_Per_Capita,Acesso_Educacao,Medicos_Por_Habitante
13,77,36,Baixo,11640022,1977467,9662555,2.44,65.4188,,2236.628,,1.1
12,77,6,Baixo,10317553,1735198,8582355,2.65,62.804,,1777.6393,,
11,77,6,Baixo,9054528,1520718,7533810,1.97,56.9683,,1359.1343,,
10,77,6,Baixo,8213931,1197920,7016011,7.68,47.7977,,1015.7939,,
9,77,6,Alto,5674118,583164,5090954,-5.11,41.5183,,930.5725,,
8,77,6,Alto,7375307,391898,6983409,3.15,47.7629,,1122.0323,,
7,77,6,Baixo,6317228,309499,6007729,3.37,51.7042,,,,
6,77,6,Baixo,5353259,242682,5110577,3.04,48.1223,,,,
5,77,6,Baixo,4607728,174257,4433471,2.97,45.3242,,,,
4,77,6,Baixo,3980669,119936,3860733,3.06,47.1162,,,,
3,77,6,Baixo,3423210,93184,3330026,2.52,48.2031,,,,
2,77,36,Baixo,3022294,76269,2946025,3.31,47.0218,,,,
1,77,36,Baixo,2568298,59211,2509087,3.55,44.7944,,,,
23,78,36,Baixo,14390003,2146694,12243309,2.44,,,,,
22,78,36,Baixo,14047786,2035578,12012208,2.62,,,,,
21,78,36,Médio,13689450,1929218,11760232,2.77,63.6511,,828.8611,,
20,78,36,Baixo,13321097,1827394,11493703,2.74,62.8819,,829.38715,,0.78
18,78,36,Médio,12617036,1636586,10980450,2.95,62.5694,,833.9202,42.67839611564509,0.69
13,78,36,Médio,11047580,1231911,9815669,3.33,60.1068,,918.5572,,0.46
12,78,6,Baixo,9376444,932971,8443473,4.33,57.0883,,947.6214,43.40175753381946,0.45
11,78,6,Médio,7587299,695940,6891359,3.24,53.0529,,938.3816,,
10,78,6,Alto,6470194,527819,5942375,1.3,47.6166,,988.03687,,
9,78,6,Alto,6066316,429900,5636416,1.66,44.5888,,1132.2188,,
8,78,6,Baixo,5587052,339609,5247443,2.11,45.184,,1396.0776,,
7,78,6,Baixo,5034042,245514,4788528,2.81,47.6621,,,,
6,78,6,Baixo,4383706,178649,4205057,2.92,45.7311,,,,
5,78,6,Baixo,3796612,129408,3667204,1.46,43.4453,,,,
4,78,6,Baixo,3530432,98327,3432105,2.36,43.2251,,,,
3,78,6,Baixo,3141367,70605,3070762,2.59,41.8441,,,,
2,78,36,Baixo,2764258,57866,2706392,1.99,43.262,,,,
1,78,36,Baixo,2504649,48001,2456648,2.12,42.1749,,,,
23,79,36,Baixo,12581843,8887268,3694575,1.36,,,,,
22,79,36,Baixo,12413315,8726746,3686569,1.38,,,,,
21,79,36,Baixo,12244159,8567158,3677001,1.38,68.5814,,9843.97,,
20,79,36,Baixo,12077154,8408607,3668547,1.17,67.4342,,9681.707,,
18,79,36,Baixo,11816299,8094974,3721325,1.24,62.906,,9000.976,,
13,79,36,Baixo,11014705,7334993,3679712,1.58,67.2052,,9141.929,,
12,79,6,Baixo,10182345,6588702,3593643,1.7,66.0033,,7571.678,,
11,79,6,Baixo,9360754,5855799,3504955,1.69,64.1822,,6579.3125,,
10,79,6,Baixo,8606326,5152761,3453565,1.79,62.0572,,6146.0293,,
9,79,6,Baixo,7874676,4475674,3399002,2.01,59.7873,,5671.822,,
8,79,6,Baixo,7130142,3810515,3319627,2.13,56.7967,,5124.488,,
7,79,6,Baixo,6416185,3137990,3278195,2.19,53.7774,,,,
6,79,6,Baixo,5758900,2540502,3218398,2.31,51.8285,,,,
5,79,6,Baixo,5137539,2069502,3068037,2.28,49.336,,,,
4,79,6,Baixo,4590010,1792197,2797813,2.23,47.1027,,,,
3,79,6,Baixo,4109796,1557303,2552493,2.11,45.09,,,,
2,79,6,Baixo,3702323,1357798,2344525,1.97,43.3382,,,,
1,79,6,Baixo,3358004,1187684,2170320,1.68,41.9303,,,,
23,80,36,Baixo,12348573,8853818,3494755,0.58,,,,,
22,80,36,Baixo,12277109,8743444,3533665,0.63,,,,,
21,80,36,Baixo,12200431,8630933,3569498,0.67,76.5077,,12552.986,,
20,80,36,Baixo,12119334,8516287,3603047,0.59,76.0505,,12632.039,,
18,80,36,Baixo,11974057,8280799,3693258,0.83,75.0035,,11889.292,28.671813332591512,13.15
13,80,36,Médio,11402264,7672383,3729881,1.16,74.8748,,12731.791,,12.85
12,80,19,Baixo,10765980,7092304,3673676,0.98,74.4376,,12389.196,36.21327918626984,12.07
11,80,19,Baixo,10255472,6590593,3664879,0.99,73.7117,,10470.781,,9.19
10,80,19,Baixo,9764935,6152385,3612550,1.28,72.6043,,9083.77,,7.62
9,80,12,Baixo,9161258,5602764,3558494,1.93,70.7855,,7365.1753,,6.51
8,80,12,Baixo,8324509,4770561,3553948,2.36,69.0919,,6705.2,,5.31
7,80,12,Baixo,7409903,3942049,3467854,2.32,66.8771,,,,
6,80,12,Baixo,6606195,3220311,3385884,2.5,63.6688,,,,
5,80,12,Baixo,5839262,2689901,3149361,2.62,59.3055,,,,
4,80,12,Baixo,5131396,2200342,2931054,2.38,53.7917,,,,
3,80,12,Baixo,4561385,1805609,2755776,1.34,48.2041,,,,
2,80,12,Baixo,4267288,1566577,2700711,1.28,44.0491,,,,
1,80,12,Baixo,4005129,1389870,2615259,2.1,40.7623,,,,
23,81,36,Baixo,12188788,3378254,8810534,2.05,,,,,
22,81,36,Baixo,11943408,3241033,8702375,4.01,,,,,
21,81,36,Médio,11483374,3109689,8373685,4.19,57.6174,,,,
20,81,36,Médio,11021177,2984030,8037147,1.43,57.2026,,,,0.41
18,81,36,Médio,10698467,2749061,7949406,2.64,57.6479,,,11.107446684586254,0.43
13,81,36,Alto,11107561,2240020,8867541,2.65,39.7565,,,,
12,81,36,Médio,9745953,1797991,7947962,5.13,57.4848,,,,
11,81,36,Médio,7590143,1391012,6199131,4.7,53.9646,,,,
10,81,36,Alto,6032267,1105850,4926417,2.91,47.5913,,,,
9,81,36,Alto,5225836,866570,4359266,1.98,31.5104,,,,
8,81,36,Alto,4737633,765828,3971805,-0.4,28.6275,,,,
7,81,36,Baixo,4834296,536559,4297737,2.19,32.3603,,,,
6,81,36,Baixo,4339030,400849,3938181,2.57,38.0343,,,,
5,81,36,Baixo,3821494,353282,3468212,2.31,36.8666,,,,
4,81,36,Baixo,3409614,314909,3094705,1.34,25.6322,,,,
3,81,36,Baixo,3189835,283626,2906209,1.7,28.7806,,,,
2,81,36,Baixo,2931559,258524,2673035,1.62,28.0538,,,,
1,81,36,Baixo,2705082,239670,2465412,1.64,32.02,,,,
23,82,36,Baixo,11906095,7343428,4562667,1.13,,,,,
22,82,36,Baixo,11772557,7176312,4596245,1.16,,,,,
21,82,36,Médio,11637398,7007289,4630109,1.16,64.9356,,2956.4622,,
20,82,36,Médio,11503606,6836630,4666976,1.13,63.9483,,3047.6519,,2.92
18,82,36,Médio,11243848,6491525,4752323,1.25,63.773,,3229.4756,11.914418604381602,
13,82,36,Baixo,10523242,5615518,4907724,1.43,63.2239,,3422.0974,,0.87
12,82,6,Baixo,9803294,4750682,5052612,1.59,45.5768,,3195.2483,,
11,82,6,Baixo,9061273,3949718,5111555,1.76,60.3182,,3163.1138,,
10,82,6,Baixo,8303151,3043515,5259636,1.89,58.1749,,3256.6294,,
9,82,6,Baixo,7562546,2548498,5014048,1.99,55.5816,,3157.7832,,
8,82,6,Baixo,6854441,2024145,4830296,2.06,53.2154,,3946.3657,,
7,82,6,Baixo,6190862,1485033,4705829,1.97,51.5832,,,,
6,82,6,Baixo,5614493,1168529,4445964,1.94,49.9714,,,,
5,82,6,Baixo,5099086,1048848,4050238,1.93,48.7201,,,,
4,82,6,Baixo,4635124,930532,3704592,1.88,47.2647,,,,
3,82,6,Baixo,4223820,750874,3472946,1.83,45.3714,,,,
2,82,6,Baixo,3858443,602843,3255600,1.77,43.44,,,,
1,82,6,Baixo,3533744,484645,3049099,1.59,40.9503,,,,
23,83,36,Baixo,11758603,11613585,145018,0.17,,,,,
22,83,36,Baixo,11738763,11574575,164188,0.22,,,,,
21,83,36,Baixo,11712893,11535808,177085,0.61,82.115,,64185.848,,65.25
20,83,36,Baixo,11641820,11495076,146744,0.61,81.1589,,63974.246,,35.74
18,83,36,Baixo,11540107,11396775,143332,0.43,80.7977,1099.7504207,58500.633,76.74852911005942,35.06
13,83,36,Baixo,11275335,11048237,227098,0.61,80.8889,981.20565242,58679.684,,32.21
12,83,6,Baixo,10936626,10681812,254814,0.86,80.04,970.04540169,57385.035,80.23089581717848,29.09
11,83,6,Baixo,10478886,10272952,205934,0.44,79.0532,982.32428955,55453.184,,28.71
10,83,6,Baixo,10251717,9986809,264908,0.22,77.7684,1022.5582246,51482.816,,28.29
9,83,6,Baixo,10137265,9857972,279293,0.35,76.8403,1034.8137479,45212.62,,35.43
8,83,6,Baixo,9960968,9644013,316955,0.16,76.0586,1044.7057407,42487.688,,32.67
7,83,6,Baixo,9880337,9512967,367370,0.1,74.4685,1132.1627461,,,
6,83,6,Baixo,9833093,9413159,419934,0.17,73.2416,1157.0963258,,,
5,83,6,Baixo,9748476,9232201,516275,0.24,71.9646,1218.5354107,,,
4,83,6,Baixo,9630504,9039111,591393,0.49,70.9368,1231.2066157,,,
3,83,6,Baixo,9399858,8795839,604019,0.65,70.5551,1217.6651143,,,
2,83,6,Baixo,9102171,8476183,625988,0.6,69.6237,1249.5119865,,,
1,83,6,Baixo,8835493,8174277,661216,0.5,68.5455,1226.1712804,,,
23,84,36,Baixo,11520684,9802267,1718417,-0.28,,,,,
22,84,36,Baixo,11552876,9717492,1835384,0.99,,,,,
21,84,36,Baixo,11439213,9638086,1801127,1.63,77.8145,,9362.588,,
20,84,36,Baixo,11256263,9554911,1701352,1.72,77.088,,9266.575,,28.51
18,84,36,Baixo,10865228,9332603,1532625,1.81,75.5831,,9022.64,45.28862810245925,
13,84,36,Baixo,9544729,8266802,1277927,5.52,75.06,207.08837947,9581.689,,27.26
12,84,19,Baixo,7297043,6183184,1113859,3.89,73.7973,216.63451783,10953.538,40.17225436775493,22.22
11,84,19,Baixo,6029587,4541834,1487753,2.28,72.9772,,9839.688,,21.41
10,84,19,Baixo,5386945,3994240,1392705,2.54,71.9258,,8086.9224,,17.78
9,84,12,Baixo,4752096,3576333,1175763,5.58,70.915,,7829.0815,,
8,84,12,Baixo,3621908,2609598,1012310,5.44,70.0935,,7589.8203,,
7,84,12,Baixo,2778810,1940204,838606,4.46,68.5871,,,,
6,84,12,Baixo,2234186,1425339,808847,3.3,66.4926,,,,
5,84,12,Baixo,1899055,1189265,709790,3.94,64.148,,,,
4,84,12,Baixo,1565163,962089,603074,7.32,59.8333,,,,
3,84,12,Baixo,1099440,636252,463188,5.2,57.3168,,,,
2,84,12,Baixo,853471,474322,379149,6.41,52.678,,,,
1,84,12,Baixo,625567,295260,330307,7.35,46.7548,,,,
23,85,36,Baixo,11520487,9950299,1570188,0.81,,,,,
22,85,36,Baixo,11427557,9803213,1624344,0.85,,,,,
21,85,36,Baixo,11331265,9651617,1679648,0.9,73.7201,,23087.934,,24.26
20,85,36,Baixo,11230734,9495433,1735301,0.96,74.2108,,22757.389,,22.34
18,85,36,Baixo,11008300,9168876,1839424,1.05,72.6358,,19721.32,14.595264754393838,19.48
13,85,36,Baixo,10434829,8271702,2163127,1.22,72.9821,388.38983512,17777.012,,
12,85,6,Baixo,9820175,7300054,2520121,1.26,72.0393,300.00657032,14853.634,,
11,85,6,Baixo,9225034,6223375,3001659,1.45,71.0435,329.67080077,11945.315,,
10,85,6,Baixo,8584190,5287718,3296472,1.71,70.3647,282.3290488,10828.087,,18.25
9,85,6,Baixo,7888115,4545858,3342257,1.98,69.3937,295.29697681,8630.226,,
8,85,6,Baixo,7151166,3967238,3183928,2.15,67.7459,338.5577951,7283.265,,
7,85,6,Baixo,6430404,3495415,2934989,2.34,65.6139,446.00352395,,,
6,85,6,Baixo,5729037,2979572,2749465,2.57,63.3913,458.80514706,,,
5,85,6,Baixo,5046776,2355019,2691757,2.78,61.2538,543.79577585,,,
4,85,6,Baixo,4399290,1813592,2585698,2.92,58.4931,613.62908983,,,
3,85,6,Baixo,3808963,1359650,2449313,3.11,52.8424,615.74128396,,,
2,85,6,Baixo,3268336,994518,2273818,3.31,51.7048,,,,
1,85,6,Baixo,2777628,746422,2031206,3.14,47.925,,,,
23,86,36,Baixo,11346000,9207088,2138912,2.89,,,,,
22,86,36,Baixo,11027129,9074536,1952593,3.62,,,,,
21,86,36,Baixo,10642081,8941577,1700504,3.91,82.9091,,68577.54,,29.92
20,86,36,Baixo,10242086,8808417,1433669,4.63,80.4868,,68867.83,,29.15
18,86,36,Baixo,9448524,8542144,906380,0.75,81.9363,104.71768488,65784.68,51.83990191748876,28.3
13,86,36,Baixo,8674633,7842883,831750,4.57,82.0759,,70234.734,,23.61
12,86,19,Baixo,6938363,0,0,8.26,81.886,,68799.93,50.57627966845283,17.49
11,86,19,Baixo,4664790,3767260,897530,5.95,80.779,,89986.13,,14.94
10,86,19,Baixo,3493575,2531398,962177,7.49,76.347,,92547.23,,16.16
9,86,19,Baixo,2434662,1917885,516777,5.1,71.3917,,101412.086,,
8,86,19,Baixo,1898220,1470491,427729,6.62,71.0737,,108057.04,,
7,86,19,Baixo,1377911,1110111,267800,6.29,70.1226,,,,
6,86,19,Baixo,1015700,841303,174397,13.35,68.1567,,,,
5,86,19,Baixo,542856,442351,100505,13.63,65.1054,,,,
4,86,19,Baixo,286536,187928,98608,11.39,60.7796,,,,
3,86,36,Baixo,167103,116866,50237,4.94,55.5118,,,,
2,86,36,Baixo,131334,68086,63248,5.34,50.6505,,,,
1,86,36,Baixo,101258,51385,49873,6.33,46.048,,,,
23,87,36,Baixo,10937203,8957468,1979735,-0.39,,,,,
22,87,36,Baixo,10979783,8939311,2040472,-0.36,,,,,
21,87,36,Baixo,11019931,8921445,2098486,-0.36,78.0855,,,,
20,87,36,Baixo,11059820,8904281,2155539,-0.56,77.6291,,,,
18,87,36,Baixo,11176354,8873848,2302506,-0.24,77.4075,992.78548862,,,92.91
13,87,36,Baixo,11275065,8813348,2461717,-0.04,77.7453,880.29075353,,,78.03
12,87,6,Baixo,11297409,8680787,2616622,0.06,77.8757,811.2093607,,,67.72
11,87,6,Baixo,11262554,8591135,2671419,0.27,77.5401,753.21566721,,,62.68
10,87,6,Baixo,11109109,8399081,2710028,0.33,75.9224,687.21953043,,,59.41
9,87,6,Baixo,10925362,8100649,2824713,0.55,74.3461,710.83809889,,,52.02
8,87,6,Baixo,10631799,7763393,2868406,0.92,73.8228,680.02639269,,,36.39
7,87,6,Baixo,10157228,7152196,3005032,0.71,73.4641,641.83535225,,,
6,87,6,Baixo,9804796,6698300,3106496,0.68,72.6027,573.4354126,,,
5,87,6,Baixo,9479726,6061735,3417991,1.44,70.3749,546.04001243,,,
4,87,6,Baixo,8824382,5252258,3572124,1.9,67.9354,628.68068386,,,
3,87,6,Baixo,8030797,4718411,3312386,2.1,65.6364,,,,
2,87,6,Baixo,7238081,4170482,3067599,2.04,63.3157,,,,
1,87,6,Baixo,6543100,3757473,2785627,2.01,61.1524,,,,
23,88,36,Baixo,11005850,6421078,4584772,1.66,,,,,
22,88,36,Baixo,10825703,6270666,4555037,1.7,,,,,
21,88,36,Médio,10644851,6120360,4524491,1.73,72.8842,,6468.302,,
20,88,36,Baixo,10463872,5970360,4493512,1.69,72.7151,,6352.587,,
18,88,36,Baixo,10119640,5672054,4447586,1.77,70.864,,5603.264,34.34849659748038,4.89
13,88,36,Baixo,9237305,4943275,4294030,2.0,71.323,,5812.5347,,
12,88,6,Baixo,8365878,4251823,4114055,2.27,69.7697,,5396.0723,,2.93
11,88,6,Baixo,7478355,3582399,3895956,2.6,69.1982,,5056.6753,,3.58
10,88,6,Baixo,6577773,2965811,3611962,2.76,68.3018,,4579.6895,,5.59
9,88,6,Baixo,5739637,2451508,3288129,2.88,66.919,,4464.5796,,
8,88,6,Baixo,4980488,2004930,2975558,2.87,65.1825,,4427.04,,
7,88,6,Baixo,4323342,1615507,2707835,3.01,63.2229,,,,
6,88,6,Baixo,3727173,1282631,2444542,3.14,60.3876,,,,
5,88,6,Baixo,3193234,1012497,2180737,3.03,57.5234,,,,
4,88,6,Baixo,2750715,785165,1965550,2.96,54.3603,,,,
3,88,6,Baixo,2377157,603016,1774141,2.88,50.8627,,,,
2,88,6,Baixo,2062060,463736,1598324,2.88,47.1491,,,,
1,88,6,Baixo,1789390,354938,1434452,2.8,43.6711,,,,
23,89,36,Baixo,10609239,7952770,2656469,-1.18,,,,,
22,89,36,Baixo,10735859,7938734,2797125,-0.68,,,,,
21,89,36,Baixo,10809716,7923744,2885972,1.28,,,,,
20,89,36,Baixo,10673213,7908002,2765211,1.35,,,,,
18,89,36,Baixo,10550129,7875268,2674861,-0.04,,,,,
13,89,36,Baixo,10524416,7791316,2733100,0.12,,,,,
12,89,36,Baixo,10464035,7718331,2745704,0.36,,,,,
11,89,36,Baixo,10280153,7550197,2729956,0.08,,,,,
10,89,36,Baixo,10236804,7613078,2623726,-0.15,,,,,
9,89,36,Baixo,10312042,7731829,2580213,0.02,,,,,
8,89,36,Baixo,10301988,7778590,2523398,-0.01,,,,,
7,89,36,Baixo,10305145,7786240,2518905,0.06,,,,,
6,89,36,Baixo,10275403,7779281,2496122,0.48,,,,,
5,89,36,Baixo,10030774,7040748,2990026,0.46,,,,,
4,89,36,Baixo,9801252,6322841,3478411,0.19,,,,,
3,89,36,Baixo,9706847,6084603,3622244,0.34,,,,,
2,89,36,Baixo,9541605,5710811,3830794,0.54,,,,,
1,89,36,Baixo,9289421,5325369,3964052,0.82,,,,,
23,90,36,Baixo,10656633,9309134,1347499,0.47,,,,,
22,90,36,Baixo,10606999,9231909,1375090,0.53,,,,,
21,90,36,Baixo,10551494,9153118,1398376,0.61,83.2624,,63114.68,,
20,90,36,Baixo,10487338,9072528,1414810,0.68,83.046,904.20075788,63611.363,,
18,90,36,Baixo,10353686,8904762,1448924,0.73,82.4271,952.84254261,59945.586,77.67359456987771,43.22
13,90,36,Baixo,9799481,8450611,1348870,0.88,82.1844,938.54138095,59345.35,,41.74
12,90,6,Baixo,9378232,7986934,1391298,0.76,81.519,965.21415899,55875.72,75.08368656714687,38.08
11,90,6,Baixo,9029771,7621289,1408482,0.35,80.6213,1016.3826148,53539.113,,34.54
10,90,6,Baixo,8872101,7462891,1409210,0.1,79.7387,1054.0227815,48174.934,,30.26
9,90,6,Baixo,8826302,7407014,1419288,0.62,78.8222,1060.8474,40643.805,,28.17
8,90,6,Baixo,8558567,7119496,1439071,0.49,77.5886,1111.6277983,40457.207,,32.49
7,90,6,Baixo,8350244,6945209,1405035,0.1,76.6911,1125.8502587,,,
6,90,6,Baixo,8310469,6909767,1400702,0.29,75.7431,1104.5665122,,,
5,90,6,Baixo,8192641,6781627,1411014,0.37,74.9778,1076.6188587,,,
4,90,6,Baixo,8042780,6527198,1515582,0.79,74.6641,994.96444024,,,
3,90,6,Baixo,7733007,5968494,1764513,0.66,73.8726,1011.0552244,,,
2,90,6,Baixo,7484596,5424075,2060521,0.6,73.0365,1003.8634298,,,
1,90,6,Baixo,7262329,5030711,2231618,0.69,72.5862,945.05948447,,,
23,91,36,Baixo,10786734,2987515,7799219,1.85,,,,,
22,91,36,Baixo,10590927,2905902,7685025,1.94,,,,,
21,91,36,Baixo,10389799,2827094,7562705,2.04,71.7901,,4472.324,,18.7
20,91,36,Baixo,10182222,2750956,7431266,2.16,71.5624,,4213.7563,,19.39
18,91,36,Baixo,9749310,2606273,7143037,2.3,68.6054,,3724.749,31.0214448277181,19.95
13,91,36,Baixo,8643840,2286101,6357739,2.47,69.6647,,3041.4448,,17.47
12,91,19,Baixo,7652141,2026528,5625613,2.02,68.3698,,2449.2737,,16.7
11,91,19,Baixo,6924720,1817059,5107661,1.96,66.5313,425.85996449,1965.3002,,19.17
10,91,19,Baixo,6284735,1647352,4637383,1.11,63.542,418.51105469,1365.2333,,21.48
9,91,19,Médio,5948584,1664663,4283921,1.96,61.389,595.29309596,1439.5028,,20.35
8,91,36,Baixo,5398768,1672719,3726049,3.17,61.6358,631.11620795,4173.046,,25.05
7,91,36,Baixo,4619003,1508149,3110854,2.94,60.9727,702.35405103,,,
6,91,36,Baixo,3995256,1339141,2656115,3.1,58.6321,,,,
5,91,36,Baixo,3430425,1205007,2225418,3.16,57.8803,,,,
4,91,36,Baixo,2936779,1080505,1856274,3.33,56.5886,,,,
3,91,36,Baixo,2492998,874558,1618440,3.37,54.6547,,,,
2,91,36,Baixo,2112131,692233,1419898,3.13,52.5349,,,,
1,91,36,Baixo,1810238,560602,1249636,3.44,50.818,,,,
23,92,36,Baixo,10762817,1351201,9411616,1.76,,,,,
22,92,36,Baixo,10576502,1310465,9266037,1.8,,,,,
21,92,36,Baixo,10389635,1271933,9117702,1.83,66.134,,4174.4414,,0.61
20,92,36,Baixo,10203169,1235492,8967677,1.9,65.2736,,4125.493,,
18,92,36,Baixo,9815746,1168469,8647277,2.15,65.075,,4077.6313,21.152873741079336,
13,92,36,Baixo,8743246,1030539,7712707,2.75,64.473,,4154.5234,,
12,92,6,Baixo,7633523,925387,6708136,3.15,63.0557,,3579.1714,,0.49
11,92,6,Baixo,6535905,827808,5708097,3.37,61.8678,,3136.5857,,
10,92,6,Baixo,5537064,735741,4801323,3.58,61.6091,,3326.7986,,0.5
9,92,6,Baixo,4644278,689139,3955139,3.57,60.9288,,4008.722,,
8,92,6,Baixo,3896481,646717,3249764,2.29,59.778,,3164.149,,
7,92,6,Baixo,3478936,531198,2947738,2.13,58.8039,,,,
6,92,6,Baixo,3131512,431144,2700368,2.16,57.3905,,,,
5,92,6,Baixo,2814820,343361,2471459,2.35,54.9841,,,,
4,92,36,Baixo,2505628,247610,2258018,2.3,52.1436,,,,
3,92,36,Baixo,2235820,122314,2113506,2.3,48.9267,,,,
2,92,36,Baixo,1995110,74897,1920213,2.78,45.8047,,,,
1,92,36,Baixo,1739219,46008,1693211,2.42,42.6241,,,,
23,93,36,Baixo,10411834,6926293,3485541,-0.13,,,,,
22,93,36,Baixo,10425292,6897865,3527427,-0.05,,,,,
21,93,36,Baixo,10430738,6868313,3562425,0.13,82.3599,,41755.48,,
20,93,36,Baixo,10417073,6837902,3579171,0.25,81.1936,,41288.047,,58.51
18,93,36,Baixo,10370519,6775807,3594712,0.26,81.3664,,37047.105,73.74467975978942,55.76
13,93,36,Baixo,10370267,6617197,3753070,-0.4,81.3213,1051.5659472,35992.688,,47.48
12,93,6,Baixo,10578660,6451825,4126835,0.14,80.1149,1004.8330196,36897.203,72.8988600892734,39.82
11,93,6,Baixo,10502994,6077668,4425326,0.42,78.3169,,36059.992,,35.02
10,93,6,Baixo,10283204,5633127,4650077,0.5,76.8301,1028.3192312,35255.277,,32.07
9,93,6,Baixo,10031751,5187432,4844319,0.08,75.5498,1036.6762925,29616.572,,29.29
8,93,6,Baixo,9989524,4769183,5220341,0.02,74.3043,1032.8832814,27334.326,,28.05
7,93,6,Baixo,9979469,4523234,5456235,0.44,73.2157,971.09694877,,,
6,93,6,Baixo,9763624,4195006,5568618,1.24,71.6633,960.87537182,,,
5,93,6,Baixo,9182302,3761504,5420798,1.16,68.843,1036.4914063,,,
4,93,6,Baixo,8669523,3376697,5292826,-0.5,67.0549,1081.0813949,,,
3,93,6,Baixo,8889625,3286357,5603268,0.04,66.0946,1044.1521687,,,
2,93,6,Baixo,8873218,3108907,5764311,0.48,64.148,1068.7672959,,,
1,93,6,Baixo,8662888,2857954,5804934,0.57,61.4054,1134.8903011,,,
23,94,36,Baixo,10397713,6101378,4296335,0.59,,,,,
22,94,36,Baixo,10336577,6022102,4314475,0.18,,,,,
21,94,36,Médio,10318207,5942187,4376020,0.22,74.4286,,21262.299,,
20,94,36,Médio,10295304,5861375,4433929,0.6,74.125,,21051.27,,31.85
18,94,36,Alto,10181730,5695930,4485800,0.7,70.3116,,19126.096,40.21474239721446,31.25
13,94,36,Baixo,9752850,5262140,4490710,1.29,72.3486,,20694.78,,33.28
12,94,19,Baixo,9146851,4823834,4323017,1.25,70.3088,,19621.385,35.18066069501579,36.17
11,94,19,Baixo,8597248,4473283,4123965,1.01,67.7103,,9901.927,,35.57
10,94,19,Baixo,8174785,4173974,4000811,1.15,65.3772,580.23755684,5571.3096,,35.52
9,94,19,Baixo,7719282,4059242,3660040,1.32,61.9313,682.77742702,4147.9746,,37.85
8,94,36,Médio,7231077,3892911,3338166,1.24,62.7504,609.92251154,10612.967,,38.02
7,94,36,Baixo,6799814,3566399,3233415,1.59,62.6744,678.49580248,,,
6,94,36,Baixo,6284708,3246145,3038563,2.08,61.4333,,,,
5,94,36,Baixo,5669260,2944711,2724549,1.81,58.6874,,,,
4,94,36,Baixo,5183825,2590424,2593401,2.28,56.5859,,,,
3,94,36,Baixo,4630313,2349771,2280542,3.06,53.884,,,,
2,94,36,Baixo,3982706,2051442,1931264,2.83,50.8616,,,,
1,94,36,Baixo,3464086,1665547,1798539,2.04,48.3468,,,,
23,95,36,Baixo,9938844,8897137,1041707,-1.08,,,,,
22,95,36,Baixo,10047817,8890346,1157471,-1.9,,,,,
21,95,36,Baixo,10242908,8883362,1359546,-1.63,81.8568,,36905.453,,
20,95,36,Baixo,10412480,8875185,1537295,-1.58,79.9441,,35956.25,,65.76
18,95,36,Baixo,10699369,8850409,1848960,-0.18,81.5361,1225.2456843,30529.26,59.29995592546101,61.86
13,95,36,Baixo,10820903,8755057,2065846,-0.55,80.7894,1122.6818609,31391.312,,59.02
12,95,6,Baixo,11124670,8732440,2392230,0.26,80.5727,964.69997896,37618.684,66.57405507781576,57.56
11,95,6,Baixo,10981334,8413925,2567409,0.37,79.6505,946.43076338,38199.7,,50.59
10,95,6,Baixo,10782635,8102077,2680558,0.5,78.442,963.31957158,31430.03,,43.82
9,95,6,Baixo,10519235,7781147,2738088,0.5,77.893,941.8310837,27684.367,,39.17
8,95,6,Baixo,10258487,7324309,2934178,0.44,77.2986,926.64731066,26953.523,,33.47
7,95,6,Baixo,10037037,7034015,3003022,0.78,76.14,935.00296951,,,
6,95,6,Baixo,9653414,6680878,2972536,1.37,74.4811,905.18019186,,,
5,95,6,Baixo,9016967,6031206,2985761,0.61,73.4734,885.17106063,,,
4,95,6,Baixo,8747776,5561283,3186493,0.53,72.7479,841.7000273,,,
3,95,6,Baixo,8521363,5067678,3453685,0.32,71.4608,786.74432476,,,
2,95,6,Baixo,8384492,4626936,3757556,0.98,70.5236,,,,
1,95,6,Baixo,7984711,4332425,3652286,0.86,68.5927,,,,
23,96,36,Baixo,9632287,6937818,2694469,-0.45,,,,,
22,96,36,Baixo,9676135,6935516,2740619,-0.11,,,,,
21,96,36,Baixo,9686463,6932703,2753760,0.02,77.024,,40543.992,,
20,96,36,Baixo,9684306,6929442,2754864,-0.24,76.2118,1420.3864376,40693.96,,34.56
18,96,36,Baixo,9749457,6921767,2827690,-0.21,75.7302,1459.5949982,35949.918,69.02366565130056,31.4
13,96,36,Baixo,9839211,6897667,2941544,-0.28,75.6536,1337.9724207,31665.229,,30.98
12,96,6,Baixo,9979129,6841345,3137784,-0.17,74.5189,1304.5568691,28156.037,75.12968809946881,28.75
11,96,6,Baixo,10065706,6693836,3371870,-0.25,72.8649,1345.6044945,28083.578,,27.87
10,96,6,Baixo,10190600,6600231,3590369,-0.26,71.7581,1352.7335441,22329.424,,30.12
9,96,6,Baixo,10322788,6749043,3573745,-0.11,69.9689,1407.9919915,19112.07,,33.55
8,96,6,Baixo,10381281,6832431,3548850,-0.32,69.3718,1404.0887651,21448.309,,29.4
7,96,6,Baixo,10547265,6878423,3668842,-0.28,68.9019,1386.2161578,,,
