"Country or Area","Year","Religion","Value","Value Footnotes"
"Serbia","2011","Agnostic","132","77"
"Serbia","2011","Atheist","4723","77"
"Serbia","2011","Catholic","66345","77"
"Serbia","2011","Islam ","38938","77"
"Serbia","2011","Judaism","10","77"
"Serbia","2011","Protestant","18372","77"
"Serbia","2011","Serbian Orthodox","1271271","77"
"Serbia","2011","Other Christians","11154","77"
"Serbia","2011","Other Religions","176","77"
"Serbia","2011","Didn't answer","28772","77"
"Serbia","2011","Eastern religion","100","77,78"
"Serbia","2011","Unknown","20078","77"
"Serbia","2011","Total","1454919","77"
"Serbia","2011","Agnostic","80","77"
"Serbia","2011","Atheist","2590","77"
"Serbia","2011","Catholic","72511","77"
"Serbia","2011","Islam ","36604","77"
"Serbia","2011","Judaism","15","77"
"Serbia","2011","Protestant","19850","77"
"Serbia","2011","Serbian Orthodox","1263279","77"
"Serbia","2011","Other Christians","10961","77"
"Serbia","2011","Other Religions","133","77"
"Serbia","2011","Didn't answer","28115","77"
"Serbia","2011","Eastern religion","52","77,78"
"Serbia","2011","Unknown","20729","77"
"Serbia","2002","Total","7498001","77"
"Serbia","2002","Atheist","40068","77"
"Serbia","2002","Catholic","410976","77"
"Serbia","2002","Islam ","239658","77"
"Serbia","2002","Judaism","785","77"
"Serbia","2002","Protestant","80837","77"
"Serbia","2002","Serbian Orthodox","6371584","77"
"Serbia","2002","Other Religions","18768","77"
"Serbia","2002","Didn't answer","197031","77"
"Serbia","2002","Orientalists' Cults","530","77"
"Serbia","2002","Denomination not specified","473","77"
"Serbia","2002","Unknown","137291","77"
"Serbia","2002","Total","3645930","77"
"Serbia","2002","Atheist","22408","77"
"Serbia","2002","Catholic","187077","77"
"Serbia","2002","Islam ","119731","77"
"Serbia","2002","Judaism","304","77"
"Serbia","2002","Protestant","37593","77"
"Serbia","2002","Serbian Orthodox","3104179","77"
"Serbia","2002","Other Religions","8963","77"
"Serbia","2002","Didn't answer","97762","77"
"Serbia","2002","Orientalists' Cults","286","77"
"Serbia","2002","Denomination not specified","231","77"
"Serbia","2002","Unknown","67396","77"
"Serbia","2002","Total","3852071","77"
"Serbia","2002","Atheist","17660","77"
"Serbia","2002","Catholic","223899","77"
"Serbia","2002","Islam ","119927","77"
"Serbia","2002","Judaism","481","77"
"Serbia","2002","Protestant","43244","77"
"Serbia","2002","Serbian Orthodox","3267405","77"
"Serbia","2002","Other Religions","9805","77"
"Serbia","2002","Didn't answer","99269","77"
"Serbia","2002","Orientalists' Cults","244","77"
"Serbia","2002","Denomination not specified","242","77"
"Serbia","2002","Unknown","69895","77"
"Serbia","2002","Total","4225896","77"
"Serbia","2002","Atheist","37568","77"
"Serbia","2002","Catholic","249720","77"
"Serbia","2002","Islam ","117405","77"
"Serbia","2002","Judaism","757","77"
"Serbia","2002","Protestant","37431","77"
"Serbia","2002","Serbian Orthodox","3537385","77"
"Serbia","2002","Other Religions","10162","77"
"Serbia","2002","Didn't answer","144611","77"
"Serbia","2002","Orientalists' Cults","378","77"
"Serbia","2002","Denomination not specified","422","77"
"Serbia","2002","Unknown","90057","77"
"Serbia","2002","Total","2020351","77"
"Serbia","2002","Atheist","20832","77"
"Serbia","2002","Catholic","109942","77"
"Serbia","2002","Islam ","58535","77"
"Serbia","2002","Judaism","293","77"
"Serbia","2002","Protestant","16884","77"
"Serbia","2002","Serbian Orthodox","1693483","77"
"Serbia","2002","Other Religions","4785","77"
"Serbia","2002","Didn't answer","71027","77"
"Serbia","2002","Orientalists' Cults","210","77"
"Serbia","2002","Denomination not specified","201","77"
"Serbia","2002","Unknown","44159","77"
"Serbia","2002","Total","2205545","77"
"Serbia","2002","Atheist","16736","77"
"Serbia","2002","Catholic","139778","77"
"Serbia","2002","Islam ","58870","77"
"Serbia","2002","Judaism","464","77"
"Serbia","2002","Protestant","20547","77"
"Serbia","2002","Serbian Orthodox","1843902","77"
"Serbia","2002","Other Religions","5377","77"
"Serbia","2002","Didn't answer","73584","77"
"Serbia","2002","Orientalists' Cults","168","77"
"Serbia","2002","Denomination not specified","221","77"
"Serbia","2002","Unknown","45898","77"
"Serbia","2002","Total","3272105","77"
"Serbia","2002","Atheist","2500","77"
"Serbia","2002","Catholic","161256","77"
"Serbia","2002","Islam ","122253","77"
"Serbia","2002","Judaism","28","77"
"Serbia","2002","Protestant","43406","77"
"Serbia","2002","Serbian Orthodox","2834199","77"
"Serbia","2002","Other Religions","8606","77"
"Serbia","2002","Didn't answer","52420","77"
"Serbia","2002","Orientalists' Cults","152","77"
"Serbia","2002","Denomination not specified","51","77"
"Serbia","2002","Unknown","47234","77"
"Serbia","2002","Total","1625579","77"
"Serbia","2002","Atheist","1576","77"
"Serbia","2002","Catholic","77135","77"
"Serbia","2002","Islam ","61196","77"
"Serbia","2002","Judaism","11","77"
"Serbia","2002","Protestant","20709","77"
"Serbia","2002","Serbian Orthodox","1410696","77"
"Serbia","2002","Other Religions","4178","77"
"Serbia","2002","Didn't answer","26735","77"
"Serbia","2002","Orientalists' Cults","76","77"
"Serbia","2002","Denomination not specified","30","77"
"Serbia","2002","Unknown","23237","77"
"Serbia","2002","Total","1646526","77"
"Serbia","2002","Atheist","924","77"
"Serbia","2002","Catholic","84121","77"
"Serbia","2002","Islam ","61057","77"
"Serbia","2002","Judaism","17","77"
"Serbia","2002","Protestant","22697","77"
"Serbia","2002","Serbian Orthodox","1423503","77"
"Serbia","2002","Other Religions","4428","77"
"Serbia","2002","Didn't answer","25685","77"
"Serbia","2002","Orientalists' Cults","76","77"
"Serbia","2002","Denomination not specified","21","77"
"Serbia","2002","Unknown","23997","77"
"Seychelles","2002","Total","81755",""
"Seychelles","2002","Anglican","5220",""
"Seychelles","2002","Baha'i","392",""
"Seychelles","2002","Hindu","1700",""
"Seychelles","2002","Jehovah Witness","508",""
"Seychelles","2002","Muslim","866",""
"Seychelles","2002","Roman Catholic","67280",""
"Seychelles","2002","Seventh Day Adventist","907",""
"Seychelles","2002","Other Christians","2291",""
"Seychelles","2002","No Religion","511",""
"Seychelles","2002","Other Non-Christians","820",""
"Seychelles","2002","Unknown","1260",""
"Seychelles","2002","Total","41004",""
"Seychelles","2002","Anglican","2519",""
"Seychelles","2002","Baha'i","194",""
"Seychelles","2002","Hindu","1233",""
"Seychelles","2002","Jehovah Witness","212",""
"Seychelles","2002","Muslim","489",""
"Seychelles","2002","Roman Catholic","33126",""
"Seychelles","2002","Seventh Day Adventist","421",""
"Seychelles","2002","Other Christians","1085",""
"Seychelles","2002","No Religion","304",""
"Seychelles","2002","Other Non-Christians","372",""
"Seychelles","2002","Unknown","1049",""
"Seychelles","2002","Total","40751",""
"Seychelles","2002","Anglican","2701",""
"Seychelles","2002","Baha'i","198",""
"Seychelles","2002","Hindu","467",""
"Seychelles","2002","Jehovah Witness","296",""
"Seychelles","2002","Muslim","377",""
"Seychelles","2002","Roman Catholic","34154",""
"Seychelles","2002","Seventh Day Adventist","486",""
"Seychelles","2002","Other Christians","1206",""
"Seychelles","2002","No Religion","207",""
"Seychelles","2002","Other Non-Christians","448",""
"Seychelles","2002","Unknown","211",""
"Singapore","2020","Total","3459093","79,80,81"
"Singapore","2020","Buddhist","1074159","79,80,81"
"Singapore","2020","Catholic","242681","79,80,81"
"Singapore","2020","Christian","654355","79,80,81"
"Singapore","2020","Hindu","172963","79,80,81"
"Singapore","2020","Islam ","539251","79,80,81"
"Singapore","2020","Sikh","12051","79,80,81"
"Singapore","2020","Taoist","303960","79,80,81,82"
"Singapore","2020","Other Christians","411674","79,80,81"
"Singapore","2020","Other Religions","9827","79,80,81"
"Singapore","2020","No Religion","692528","79,80,81"
"Singapore","2020","Total","1663560","79,80,81"
"Singapore","2020","Buddhist","512493","79,80,81"
"Singapore","2020","Catholic","106084","79,80,81"
"Singapore","2020","Christian","285382","79,80,81"
"Singapore","2020","Hindu","86414","79,80,81"
"Singapore","2020","Islam ","263134","79,80,81"
"Singapore","2020","Sikh","6196","79,80,81"
"Singapore","2020","Taoist","149247","79,80,81,82"
"Singapore","2020","Other Christians","179298","79,80,81"
"Singapore","2020","Other Religions","4623","79,80,81"
"Singapore","2020","No Religion","356071","79,80,81"
"Singapore","2020","Total","1795534","79,80,81"
"Singapore","2020","Buddhist","561666","79,80,81"
"Singapore","2020","Catholic","136597","79,80,81"
"Singapore","2020","Christian","368973","79,80,81"
"Singapore","2020","Hindu","86548","79,80,81"
"Singapore","2020","Islam ","276117","79,80,81"
"Singapore","2020","Sikh","5855","79,80,81"
"Singapore","2020","Taoist","154713","79,80,81,82"
"Singapore","2020","Other Christians","232376","79,80,81"
"Singapore","2020","Other Religions","5204","79,80,81"
"Singapore","2020","No Religion","336457","79,80,81"
"Singapore","2010","Total","3105748","81,83,84"
"Singapore","2010","Buddhist","1032879","81,83,84"
"Singapore","2010","Catholic","219133","81,83,84"
"Singapore","2010","Christian","569244","81,83,84"
"Singapore","2010","Hindu","157854","81,83,84"
"Singapore","2010","Islam ","457435","81,83,84"
"Singapore","2010","Sikh","10744","81,83,84"
"Singapore","2010","Taoist","339149","81,82,83,84"
"Singapore","2010","Other Christians","350111","81,83,84"
"Singapore","2010","Other Religions","10891","81,83,84"
"Singapore","2010","No Religion","527553","81,83,84"
"Singapore","2010","Total","1517428","81,83,84"
"Singapore","2010","Buddhist","500579","81,83,84"
"Singapore","2010","Catholic","100083","81,83,84"
"Singapore","2010","Christian","253334","81,83,84"
"Singapore","2010","Hindu","81634","81,83,84"
"Singapore","2010","Islam ","225956","81,83,84"
"Singapore","2010","Sikh","5283","81,83,84"
"Singapore","2010","Taoist","166927","81,82,83,84"
"Singapore","2010","Other Christians","153251","81,83,84"
"Singapore","2010","Other Religions","5031","81,83,84"
"Singapore","2010","No Religion","278683","81,83,84"
"Singapore","2010","Total","1588321","81,83,84"
"Singapore","2010","Buddhist","532300","81,83,84"
"Singapore","2010","Catholic","119050","81,83,84"
"Singapore","2010","Christian","315910","81,83,84"
"Singapore","2010","Hindu","76220","81,83,84"
"Singapore","2010","Islam ","231478","81,83,84"
"Singapore","2010","Sikh","5461","81,83,84"
"Singapore","2010","Taoist","172222","81,82,83,84"
"Singapore","2010","Other Christians","196860","81,83,84"
"Singapore","2010","Other Religions","5860","81,83,84"
"Singapore","2010","No Religion","248870","81,83,84"
"Singapore","2000","Total","2494630","80"
"Singapore","2000","Buddhist","1060662","80"
"Singapore","2000","Catholic","118980","80"
"Singapore","2000","Hindu","99904","80"
"Singapore","2000","Islam ","371660","80"
"Singapore","2000","Sikh","9733","80"
"Singapore","2000","Taoist","212344","80"
"Singapore","2000","Other Christians","245107","80"
"Singapore","2000","Other Religions","6146","80"
"Singapore","2000","No Religion","370094","80"
"Singapore","2000","Total","1229758","80"
"Singapore","2000","Buddhist","521253","80"
"Singapore","2000","Catholic","52901","80"
"Singapore","2000","Hindu","50784","80"
"Singapore","2000","Islam ","185856","80"
"Singapore","2000","Sikh","4710","80"
"Singapore","2000","Taoist","107077","80"
"Singapore","2000","Other Christians","106234","80"
"Singapore","2000","Other Religions","3017","80"
"Singapore","2000","No Religion","197926","80"
"Singapore","2000","Total","1264872","80"
"Singapore","2000","Buddhist","539409","80"
"Singapore","2000","Catholic","66079","80"
"Singapore","2000","Hindu","49120","80"
"Singapore","2000","Islam ","185804","80"
"Singapore","2000","Sikh","5023","80"
"Singapore","2000","Taoist","105267","80"
"Singapore","2000","Other Christians","138873","80"
"Singapore","2000","Other Religions","3129","80"
"Singapore","2000","No Religion","172168","80"
"Sint Maarten (Dutch part)","2011","Total","33609",""
"Sint Maarten (Dutch part)","2011","Adventist","2224",""
"Sint Maarten (Dutch part)","2011","Anglican","1027",""
"Sint Maarten (Dutch part)","2011","Baptist","1585",""
"Sint Maarten (Dutch part)","2011","Christian","1387",""
"Sint Maarten (Dutch part)","2011","Evangelical","456",""
"Sint Maarten (Dutch part)","2011","Hindu","1748",""
"Sint Maarten (Dutch part)","2011","Jehovah Witness","572",""
"Sint Maarten (Dutch part)","2011","Methodist","3346",""
"Sint Maarten (Dutch part)","2011","Pentecostal","4954",""
"Sint Maarten (Dutch part)","2011","Protestant","927",""
"Sint Maarten (Dutch part)","2011","Rastafarian","64",""
"Sint Maarten (Dutch part)","2011","Roman Catholic","11134",""
"Sint Maarten (Dutch part)","2011","Other","270",""
"Sint Maarten (Dutch part)","2011","No Religion","2654",""
"Sint Maarten (Dutch part)","2011","Islam/Judaism","377",""
"Sint Maarten (Dutch part)","2011","Buddhism/ Sikh","88",""
"Sint Maarten (Dutch part)","2011","Unknown","796",""
"Sint Maarten (Dutch part)","2011","Total","15868",""
"Sint Maarten (Dutch part)","2011","Adventist","988",""
"Sint Maarten (Dutch part)","2011","Anglican","493",""
"Sint Maarten (Dutch part)","2011","Baptist","751",""
"Sint Maarten (Dutch part)","2011","Christian","630",""
"Sint Maarten (Dutch part)","2011","Evangelical","202",""
"Sint Maarten (Dutch part)","2011","Hindu","903",""
"Sint Maarten (Dutch part)","2011","Jehovah Witness","238",""
"Sint Maarten (Dutch part)","2011","Methodist","1564",""
"Sint Maarten (Dutch part)","2011","Pentecostal","2103",""
"Sint Maarten (Dutch part)","2011","Protestant","450",""
"Sint Maarten (Dutch part)","2011","Rastafarian","46",""
"Sint Maarten (Dutch part)","2011","Roman Catholic","5201",""
"Sint Maarten (Dutch part)","2011","Other","131",""
"Sint Maarten (Dutch part)","2011","No Religion","1512",""
"Sint Maarten (Dutch part)","2011","Islam/Judaism","192",""
"Sint Maarten (Dutch part)","2011","Buddhism/ Sikh","35",""
"Sint Maarten (Dutch part)","2011","Unknown","428",""
"Sint Maarten (Dutch part)","2011","Total","17741",""
"Sint Maarten (Dutch part)","2011","Adventist","1236",""
"Sint Maarten (Dutch part)","2011","Anglican","534",""
"Sint Maarten (Dutch part)","2011","Baptist","834",""
"Sint Maarten (Dutch part)","2011","Christian","756",""
"Sint Maarten (Dutch part)","2011","Evangelical","254",""
"Sint Maarten (Dutch part)","2011","Hindu","844",""
"Sint Maarten (Dutch part)","2011","Jehovah Witness","334",""
"Sint Maarten (Dutch part)","2011","Methodist","1782",""
"Sint Maarten (Dutch part)","2011","Pentecostal","2852",""
"Sint Maarten (Dutch part)","2011","Protestant","476",""
"Sint Maarten (Dutch part)","2011","Rastafarian","18",""
"Sint Maarten (Dutch part)","2011","Roman Catholic","5933",""
"Sint Maarten (Dutch part)","2011","Other","140",""
"Sint Maarten (Dutch part)","2011","No Religion","1142",""
"Sint Maarten (Dutch part)","2011","Islam/Judaism","186",""
"Sint Maarten (Dutch part)","2011","Buddhism/ Sikh","53",""
"Sint Maarten (Dutch part)","2011","Unknown","368",""
"Slovakia","2021","Total","5449270",""
"Slovakia","2021","Apostolic","9044",""
"Slovakia","2021","Baha'i","311",""
"Slovakia","2021","Christian","10811",""
"Slovakia","2021","Church of Jesus Christ of Latter-day Saints","377",""
"Slovakia","2021","Czechoslovak Hussite Church","581",""
"Slovakia","2021","Evangelic of Augsburg Affiliation","286907",""
"Slovakia","2021","Evangelic Methodist Church","3018",""
"Slovakia","2021","Fraternity Church","3440",""
"Slovakia","2021","Jehovah Witness","16416",""
