"Country or Area","Year","Religion","Value","Value Footnotes"
"Brunei Darussalam","2021","Other Religions","21473",""
"Brunei Darussalam","2021","Total","232194",""
"Brunei Darussalam","2021","Buddhist","14459",""
"Brunei Darussalam","2021","Christian","14516",""
"Brunei Darussalam","2021","Muslim","190314",""
"Brunei Darussalam","2021","Other Religions","12905",""
"Brunei Darussalam","2021","Total","208521",""
"Brunei Darussalam","2021","Buddhist","13286",""
"Brunei Darussalam","2021","Christian","14946",""
"Brunei Darussalam","2021","Muslim","171721",""
"Brunei Darussalam","2021","Other Religions","8568",""
"Brunei Darussalam","2021","Total","329506",""
"Brunei Darussalam","2021","Buddhist","23343",""
"Brunei Darussalam","2021","Christian","24772",""
"Brunei Darussalam","2021","Muslim","268017",""
"Brunei Darussalam","2021","Other Religions","13374",""
"Brunei Darussalam","2021","Total","173480",""
"Brunei Darussalam","2021","Buddhist","12097",""
"Brunei Darussalam","2021","Christian","12110",""
"Brunei Darussalam","2021","Muslim","140817",""
"Brunei Darussalam","2021","Other Religions","8456",""
"Brunei Darussalam","2021","Total","156026",""
"Brunei Darussalam","2021","Buddhist","11246",""
"Brunei Darussalam","2021","Christian","12662",""
"Brunei Darussalam","2021","Muslim","127200",""
"Brunei Darussalam","2021","Other Religions","4918",""
"Brunei Darussalam","2021","Total","111209",""
"Brunei Darussalam","2021","Buddhist","4402",""
"Brunei Darussalam","2021","Christian","4690",""
"Brunei Darussalam","2021","Muslim","94018",""
"Brunei Darussalam","2021","Other Religions","8099",""
"Brunei Darussalam","2021","Total","58714",""
"Brunei Darussalam","2021","Buddhist","2362",""
"Brunei Darussalam","2021","Christian","2406",""
"Brunei Darussalam","2021","Muslim","49497",""
"Brunei Darussalam","2021","Other Religions","4449",""
"Brunei Darussalam","2021","Total","52495",""
"Brunei Darussalam","2021","Buddhist","2040",""
"Brunei Darussalam","2021","Christian","2284",""
"Brunei Darussalam","2021","Muslim","44521",""
"Brunei Darussalam","2021","Other Religions","3650",""
"Brunei Darussalam","2011","Total","393372",""
"Brunei Darussalam","2011","Buddhist","30814",""
"Brunei Darussalam","2011","Christian","34176",""
"Brunei Darussalam","2011","Muslim","309962",""
"Brunei Darussalam","2011","Other Religions","18420",""
"Brunei Darussalam","2011","Total","203144",""
"Brunei Darussalam","2011","Buddhist","16716",""
"Brunei Darussalam","2011","Christian","16738",""
"Brunei Darussalam","2011","Muslim","159417",""
"Brunei Darussalam","2011","Other Religions","10273",""
"Brunei Darussalam","2011","Total","190228",""
"Brunei Darussalam","2011","Buddhist","14098",""
"Brunei Darussalam","2011","Christian","17438",""
"Brunei Darussalam","2011","Muslim","150545",""
"Brunei Darussalam","2011","Other Religions","8147",""
"Brunei Darussalam","2011","Total","296257",""
"Brunei Darussalam","2011","Buddhist","25848",""
"Brunei Darussalam","2011","Christian","29033",""
"Brunei Darussalam","2011","Muslim","231251",""
"Brunei Darussalam","2011","Other Religions","10125",""
"Brunei Darussalam","2011","Total","151663",""
"Brunei Darussalam","2011","Buddhist","13846",""
"Brunei Darussalam","2011","Christian","13871",""
"Brunei Darussalam","2011","Muslim","118232",""
"Brunei Darussalam","2011","Other Religions","5714",""
"Brunei Darussalam","2011","Total","144594",""
"Brunei Darussalam","2011","Buddhist","12002",""
"Brunei Darussalam","2011","Christian","15162",""
"Brunei Darussalam","2011","Muslim","113019",""
"Brunei Darussalam","2011","Other Religions","4411",""
"Brunei Darussalam","2011","Total","97115",""
"Brunei Darussalam","2011","Buddhist","4966",""
"Brunei Darussalam","2011","Christian","5143",""
"Brunei Darussalam","2011","Muslim","78711",""
"Brunei Darussalam","2011","Other Religions","8295",""
"Brunei Darussalam","2011","Total","51481",""
"Brunei Darussalam","2011","Buddhist","2870",""
"Brunei Darussalam","2011","Christian","2867",""
"Brunei Darussalam","2011","Muslim","41185",""
"Brunei Darussalam","2011","Other Religions","4559",""
"Brunei Darussalam","2011","Total","45634",""
"Brunei Darussalam","2011","Buddhist","2096",""
"Brunei Darussalam","2011","Christian","2276",""
"Brunei Darussalam","2011","Muslim","37526",""
"Brunei Darussalam","2011","Other Religions","3736",""
"Bulgaria","2021","Total","6519789",""
"Bulgaria","2021","Armeno-Gregorian","5002",""
"Bulgaria","2021","Catholic","38709",""
"Bulgaria","2021","Eastern Orthodox","4091780",""
"Bulgaria","2021","Muslim","611129",""
"Bulgaria","2021","Protestant","69852",""
"Bulgaria","2021","Yiddish","1736",""
"Bulgaria","2021","Other","47957",""
"Bulgaria","2021","No Religion","305102",""
"Bulgaria","2021","Not Specified","731841",""
"Bulgaria","2021","Unknown","616681",""
"Bulgaria","2021","Total","3136262",""
"Bulgaria","2021","Armeno-Gregorian","2416",""
"Bulgaria","2021","Catholic","18932",""
"Bulgaria","2021","Eastern Orthodox","1907421",""
"Bulgaria","2021","Muslim","300406",""
"Bulgaria","2021","Protestant","31203",""
"Bulgaria","2021","Yiddish","901",""
"Bulgaria","2021","Other","24126",""
"Bulgaria","2021","No Religion","169091",""
"Bulgaria","2021","Not Specified","373794",""
"Bulgaria","2021","Unknown","307972",""
"Bulgaria","2021","Total","3383527",""
"Bulgaria","2021","Armeno-Gregorian","2586",""
"Bulgaria","2021","Catholic","19777",""
"Bulgaria","2021","Eastern Orthodox","2184359",""
"Bulgaria","2021","Muslim","310723",""
"Bulgaria","2021","Protestant","38649",""
"Bulgaria","2021","Yiddish","835",""
"Bulgaria","2021","Other","23831",""
"Bulgaria","2021","No Religion","136011",""
"Bulgaria","2021","Not Specified","358047",""
"Bulgaria","2021","Unknown","308709",""
"Bulgaria","2021","Total","4783336",""
"Bulgaria","2021","Armeno-Gregorian","4853",""
"Bulgaria","2021","Catholic","30418",""
"Bulgaria","2021","Eastern Orthodox","3161616",""
"Bulgaria","2021","Muslim","219399",""
"Bulgaria","2021","Protestant","55869",""
"Bulgaria","2021","Yiddish","1511",""
"Bulgaria","2021","Other","22075",""
"Bulgaria","2021","No Religion","227181",""
"Bulgaria","2021","Not Specified","547959",""
"Bulgaria","2021","Unknown","512455",""
"Bulgaria","2021","Total","2278086",""
"Bulgaria","2021","Armeno-Gregorian","2338",""
"Bulgaria","2021","Catholic","14825",""
"Bulgaria","2021","Eastern Orthodox","1459393",""
"Bulgaria","2021","Muslim","106520",""
"Bulgaria","2021","Protestant","24926",""
"Bulgaria","2021","Yiddish","781",""
"Bulgaria","2021","Other","11470",""
"Bulgaria","2021","No Religion","126211",""
"Bulgaria","2021","Not Specified","277112",""
"Bulgaria","2021","Unknown","254510",""
"Bulgaria","2021","Total","2505250",""
"Bulgaria","2021","Armeno-Gregorian","2515",""
"Bulgaria","2021","Catholic","15593",""
"Bulgaria","2021","Eastern Orthodox","1702223",""
"Bulgaria","2021","Muslim","112879",""
"Bulgaria","2021","Protestant","30943",""
"Bulgaria","2021","Yiddish","730",""
"Bulgaria","2021","Other","10605",""
"Bulgaria","2021","No Religion","100970",""
"Bulgaria","2021","Not Specified","270847",""
"Bulgaria","2021","Unknown","257945",""
"Bulgaria","2021","Total","1736453",""
"Bulgaria","2021","Armeno-Gregorian","149",""
"Bulgaria","2021","Catholic","8291",""
"Bulgaria","2021","Eastern Orthodox","930164",""
"Bulgaria","2021","Muslim","391730",""
"Bulgaria","2021","Protestant","13983",""
"Bulgaria","2021","Yiddish","225",""
"Bulgaria","2021","Other","25882",""
"Bulgaria","2021","No Religion","77921",""
"Bulgaria","2021","Not Specified","183882",""
"Bulgaria","2021","Unknown","104226",""
"Bulgaria","2021","Total","858176",""
"Bulgaria","2021","Armeno-Gregorian","78",""
"Bulgaria","2021","Catholic","4107",""
"Bulgaria","2021","Eastern Orthodox","448028",""
"Bulgaria","2021","Muslim","193886",""
"Bulgaria","2021","Protestant","6277",""
"Bulgaria","2021","Yiddish","120",""
"Bulgaria","2021","Other","12656",""
"Bulgaria","2021","No Religion","42880",""
"Bulgaria","2021","Not Specified","96682",""
"Bulgaria","2021","Unknown","53462",""
"Bulgaria","2021","Total","878277",""
"Bulgaria","2021","Armeno-Gregorian","71",""
"Bulgaria","2021","Catholic","4184",""
"Bulgaria","2021","Eastern Orthodox","482136",""
"Bulgaria","2021","Muslim","197844",""
"Bulgaria","2021","Protestant","7706",""
"Bulgaria","2021","Yiddish","105",""
"Bulgaria","2021","Other","13226",""
"Bulgaria","2021","No Religion","35041",""
"Bulgaria","2021","Not Specified","87200",""
"Bulgaria","2021","Unknown","50764",""
"Bulgaria","2011","Total","7364570",""
"Bulgaria","2011","Armeno-Gregorian","1715",""
"Bulgaria","2011","Catholic","48945",""
"Bulgaria","2011","Eastern Orthodox","4374135",""
"Bulgaria","2011","Muslim","577139",""
"Bulgaria","2011","Protestant","64476",""
"Bulgaria","2011","Yiddish","706",""
"Bulgaria","2011","Other","9023",""
"Bulgaria","2011","No Religion","272264",""
"Bulgaria","2011","Not Specified","409898",""
"Bulgaria","2011","Unknown","1606269",""
"Bulgaria","2011","Total","3586571",""
"Bulgaria","2011","Armeno-Gregorian","831",""
"Bulgaria","2011","Catholic","24628",""
"Bulgaria","2011","Eastern Orthodox","2056187",""
"Bulgaria","2011","Muslim","287658",""
"Bulgaria","2011","Protestant","27999",""
"Bulgaria","2011","Yiddish","333",""
"Bulgaria","2011","Other","4769",""
"Bulgaria","2011","No Religion","154310",""
"Bulgaria","2011","Not Specified","216765",""
"Bulgaria","2011","Unknown","813091",""
"Bulgaria","2011","Total","3777999",""
"Bulgaria","2011","Armeno-Gregorian","884",""
"Bulgaria","2011","Catholic","24317",""
"Bulgaria","2011","Eastern Orthodox","2317948",""
"Bulgaria","2011","Muslim","289481",""
"Bulgaria","2011","Protestant","36477",""
"Bulgaria","2011","Yiddish","373",""
"Bulgaria","2011","Other","4254",""
"Bulgaria","2011","No Religion","117954",""
"Bulgaria","2011","Not Specified","193133",""
"Bulgaria","2011","Unknown","793178",""
"Bulgaria","2011","Total","5338261",""
"Bulgaria","2011","Armeno-Gregorian","1696",""
"Bulgaria","2011","Catholic","35991",""
"Bulgaria","2011","Eastern Orthodox","3395127",""
"Bulgaria","2011","Muslim","182773",""
"Bulgaria","2011","Protestant","52274",""
"Bulgaria","2011","Yiddish","690",""
"Bulgaria","2011","Other","7937",""
"Bulgaria","2011","No Religion","209412",""
"Bulgaria","2011","Not Specified","299690",""
"Bulgaria","2011","Unknown","1152671",""
"Bulgaria","2011","Total","2580734",""
"Bulgaria","2011","Armeno-Gregorian","820",""
"Bulgaria","2011","Catholic","17833",""
"Bulgaria","2011","Eastern Orthodox","1587925",""
"Bulgaria","2011","Muslim","90237",""
"Bulgaria","2011","Protestant","22768",""
"Bulgaria","2011","Yiddish","322",""
"Bulgaria","2011","Other","4242",""
"Bulgaria","2011","No Religion","119272",""
"Bulgaria","2011","Not Specified","158075",""
"Bulgaria","2011","Unknown","579240",""
"Bulgaria","2011","Total","2757527",""
"Bulgaria","2011","Armeno-Gregorian","876",""
"Bulgaria","2011","Catholic","18158",""
"Bulgaria","2011","Eastern Orthodox","1807202",""
"Bulgaria","2011","Muslim","92536",""
"Bulgaria","2011","Protestant","29506",""
"Bulgaria","2011","Yiddish","368",""
"Bulgaria","2011","Other","3695",""
"Bulgaria","2011","No Religion","90140",""
"Bulgaria","2011","Not Specified","141615",""
"Bulgaria","2011","Unknown","573431",""
"Bulgaria","2011","Total","2026309",""
"Bulgaria","2011","Armeno-Gregorian","19",""
"Bulgaria","2011","Catholic","12954",""
"Bulgaria","2011","Eastern Orthodox","979008",""
"Bulgaria","2011","Muslim","394366",""
"Bulgaria","2011","Protestant","12202",""
"Bulgaria","2011","Yiddish","16",""
"Bulgaria","2011","Other","1086",""
"Bulgaria","2011","No Religion","62852",""
"Bulgaria","2011","Not Specified","110208",""
"Bulgaria","2011","Unknown","453598",""
"Bulgaria","2011","Total","1005837",""
"Bulgaria","2011","Armeno-Gregorian","11",""
"Bulgaria","2011","Catholic","6795",""
"Bulgaria","2011","Eastern Orthodox","468262",""
"Bulgaria","2011","Muslim","197421",""
"Bulgaria","2011","Protestant","5231",""
"Bulgaria","2011","Yiddish","11",""
"Bulgaria","2011","Other","527",""
"Bulgaria","2011","No Religion","35038",""
"Bulgaria","2011","Not Specified","58690",""
"Bulgaria","2011","Unknown","233851",""
"Bulgaria","2011","Total","1020472",""
"Bulgaria","2011","Armeno-Gregorian","8",""
"Bulgaria","2011","Catholic","6159",""
"Bulgaria","2011","Eastern Orthodox","510746",""
"Bulgaria","2011","Muslim","196945",""
"Bulgaria","2011","Protestant","6971",""
"Bulgaria","2011","Yiddish","5",""
"Bulgaria","2011","Other","559",""
"Bulgaria","2011","No Religion","27814",""
"Bulgaria","2011","Not Specified","51518",""
"Bulgaria","2011","Unknown","219747",""
"Bulgaria","2001","Total","7928901",""
"Bulgaria","2001","Armeno-Gregorian","6500",""
"Bulgaria","2001","Catholic","43811",""
"Bulgaria","2001","Eastern Orthodox","6552751",""
"Bulgaria","2001","Muslim","966978",""
"Bulgaria","2001","Protestant","42308",""
"Bulgaria","2001","Yiddish","653",""
"Bulgaria","2001","Other","7784",""
"Bulgaria","2001","Not Specified","24807",""
"Bulgaria","2001","Unknown","283309",""
"Bulgaria","2001","Total","3862465",""
"Bulgaria","2001","Armeno-Gregorian","3150",""
"Bulgaria","2001","Catholic","21389",""
"Bulgaria","2001","Eastern Orthodox","3169480",""
"Bulgaria","2001","Muslim","484523",""
"Bulgaria","2001","Protestant","19215",""
"Bulgaria","2001","Yiddish","327",""
"Bulgaria","2001","Other","3869",""
"Bulgaria","2001","Not Specified","11534",""
"Bulgaria","2001","Unknown","148978",""
"Bulgaria","2001","Total","4066436",""
"Bulgaria","2001","Armeno-Gregorian","3350",""
"Bulgaria","2001","Catholic","22422",""
"Bulgaria","2001","Eastern Orthodox","3383271",""
"Bulgaria","2001","Muslim","482455",""
"Bulgaria","2001","Protestant","23093",""
"Bulgaria","2001","Yiddish","326",""
"Bulgaria","2001","Other","3915",""
"Bulgaria","2001","Not Specified","13273",""
"Bulgaria","2001","Unknown","134331",""
"Bulgaria","2001","Total","5474534",""
"Bulgaria","2001","Armeno-Gregorian","6364",""
"Bulgaria","2001","Catholic","30956",""
"Bulgaria","2001","Eastern Orthodox","4847098",""
"Bulgaria","2001","Muslim","339166",""
"Bulgaria","2001","Protestant","32936",""
"Bulgaria","2001","Yiddish","635",""
"Bulgaria","2001","Other","6155",""
"Bulgaria","2001","Not Specified","18378",""
"Bulgaria","2001","Unknown","192846",""
"Bulgaria","2001","Total","2651312",""
"Bulgaria","2001","Armeno-Gregorian","3084",""
"Bulgaria","2001","Catholic","15005",""
"Bulgaria","2001","Eastern Orthodox","2334448",""
"Bulgaria","2001","Muslim","169327",""
"Bulgaria","2001","Protestant","15042",""
"Bulgaria","2001","Yiddish","319",""
"Bulgaria","2001","Other","3113",""
"Bulgaria","2001","Not Specified","8740",""
"Bulgaria","2001","Unknown","102234",""
"Bulgaria","2001","Total","2823222",""
"Bulgaria","2001","Armeno-Gregorian","3280",""
"Bulgaria","2001","Catholic","15951",""
"Bulgaria","2001","Eastern Orthodox","2512650",""
"Bulgaria","2001","Muslim","169839",""
"Bulgaria","2001","Protestant","17894",""
"Bulgaria","2001","Yiddish","316",""
"Bulgaria","2001","Other","3042",""
"Bulgaria","2001","Not Specified","9638",""
"Bulgaria","2001","Unknown","90612",""
"Bulgaria","2001","Total","2454367",""
"Bulgaria","2001","Armeno-Gregorian","136",""
"Bulgaria","2001","Catholic","12855",""
"Bulgaria","2001","Eastern Orthodox","1705653",""
"Bulgaria","2001","Muslim","627812",""
"Bulgaria","2001","Protestant","9372",""
"Bulgaria","2001","Yiddish","18",""
"Bulgaria","2001","Other","1629",""
"Bulgaria","2001","Not Specified","6429",""
"Bulgaria","2001","Unknown","90463",""
"Bulgaria","2001","Total","1211153",""
"Bulgaria","2001","Armeno-Gregorian","66",""
"Bulgaria","2001","Catholic","6384",""
"Bulgaria","2001","Eastern Orthodox","835032",""
"Bulgaria","2001","Muslim","315196",""
"Bulgaria","2001","Protestant","4173",""
"Bulgaria","2001","Yiddish","8",""
"Bulgaria","2001","Other","756",""
"Bulgaria","2001","Not Specified","2794",""
"Bulgaria","2001","Unknown","46744",""
"Bulgaria","2001","Total","1243214",""
"Bulgaria","2001","Armeno-Gregorian","70",""
"Bulgaria","2001","Catholic","6471",""
"Bulgaria","2001","Eastern Orthodox","870621",""
"Bulgaria","2001","Muslim","312616",""
"Bulgaria","2001","Protestant","5199",""
"Bulgaria","2001","Yiddish","10",""
"Bulgaria","2001","Other","873",""
"Bulgaria","2001","Not Specified","3635",""
"Bulgaria","2001","Unknown","43719",""
"Burkina Faso","2006","Total","14017262",""
"Burkina Faso","2006","Animist","2150309",""
"Burkina Faso","2006","Catholic","2664236",""
"Burkina Faso","2006","Muslim","8485149",""
"Burkina Faso","2006","Protestant","585154",""
"Burkina Faso","2006","Other","79485",""
"Burkina Faso","2006","No Religion","52929",""
"Burkina Faso","2006","Total","6768739",""
"Burkina Faso","2006","Animist","1019298",""
"Burkina Faso","2006","Catholic","1275009",""
"Burkina Faso","2006","Muslim","4132744",""
"Burkina Faso","2006","Protestant","278366",""
"Burkina Faso","2006","Other","37245",""
"Burkina Faso","2006","No Religion","26077",""
"Burkina Faso","2006","Total","7248523",""
"Burkina Faso","2006","Animist","1131011",""
"Burkina Faso","2006","Catholic","1389227",""
"Burkina Faso","2006","Muslim","4352405",""
"Burkina Faso","2006","Protestant","306788",""
"Burkina Faso","2006","Other","42240",""
"Burkina Faso","2006","No Religion","26852",""
"Burkina Faso","2006","Total","3181967",""
"Burkina Faso","2006","Animist","62901",""
"Burkina Faso","2006","Catholic","940795",""
"Burkina Faso","2006","Muslim","1978872",""
"Burkina Faso","2006","Protestant","165862",""
"Burkina Faso","2006","Other","26553",""
"Burkina Faso","2006","No Religion","6984",""
"Burkina Faso","2006","Total","1588895",""
"Burkina Faso","2006","Animist","32592",""
"Burkina Faso","2006","Catholic","461202",""
"Burkina Faso","2006","Muslim","997469",""
"Burkina Faso","2006","Protestant","80756",""
"Burkina Faso","2006","Other","13003",""
"Burkina Faso","2006","No Religion","3873",""
"Burkina Faso","2006","Total","1593072",""
"Burkina Faso","2006","Animist","30309",""
"Burkina Faso","2006","Catholic","479593",""
"Burkina Faso","2006","Muslim","981403",""
"Burkina Faso","2006","Protestant","85106",""
"Burkina Faso","2006","Other","13550",""
"Burkina Faso","2006","No Religion","3111",""
"Burkina Faso","2006","Total","10835295",""
"Burkina Faso","2006","Animist","2087408",""
"Burkina Faso","2006","Catholic","1723441",""
"Burkina Faso","2006","Muslim","6506277",""
"Burkina Faso","2006","Protestant","419292",""
"Burkina Faso","2006","Other","52932",""
"Burkina Faso","2006","No Religion","45945",""
"Burkina Faso","2006","Total","5179844",""
"Burkina Faso","2006","Animist","986706",""
"Burkina Faso","2006","Catholic","813807",""
"Burkina Faso","2006","Muslim","3135275",""
"Burkina Faso","2006","Protestant","197610",""
"Burkina Faso","2006","Other","24242",""
"Burkina Faso","2006","No Religion","22204",""
"Burkina Faso","2006","Total","5655451",""
"Burkina Faso","2006","Animist","1100702",""
"Burkina Faso","2006","Catholic","909634",""
"Burkina Faso","2006","Muslim","3371002",""
"Burkina Faso","2006","Protestant","221682",""
"Burkina Faso","2006","Other","28690",""
"Burkina Faso","2006","No Religion","23741",""
"Burkina Faso","1996","Total","10312609",""
"Burkina Faso","1996","Animist","2444088.333",""
"Burkina Faso","1996","Catholic","1711893.094",""
"Burkina Faso","1996","Muslim","5764748.431",""
"Burkina Faso","1996","Protestant","309378.27",""
"Burkina Faso","1996","Other","20625.218",""
"Burkina Faso","1996","Other Religions","61875.654",""
"Burkina Faso","1996","No Religion","61876",""
"Burkina Faso","1996","Total","4970677.538",""
"Burkina Faso","1996","Animist","1144699.599",""
"Burkina Faso","1996","Catholic","825008.72",""
"Burkina Faso","1996","Muslim","2815342.257",""
"Burkina Faso","1996","Protestant","144376.526",""
"Burkina Faso","1996","Other","10312.609",""
"Burkina Faso","1996","Other Religions","30937.827",""
"Burkina Faso","1996","Total","5341931.462",""
"Burkina Faso","1996","Animist","1299388.734",""
"Burkina Faso","1996","Catholic","886884.374",""
"Burkina Faso","1996","Muslim","2949406.174",""
"Burkina Faso","1996","Protestant","165001.744",""
"Burkina Faso","1996","Other","10312.609",""
"Burkina Faso","1996","Other Religions","30937.827",""
"Burundi","2008","Total","8053574",""
"Burundi","2008","Adventist","185361",""
"Burundi","2008","Catholic","4941833",""
"Burundi","2008","Muslim","200509",""
"Burundi","2008","Protestant","1722039",""
"Burundi","2008","Traditional","2747",""
"Burundi","2008","Other Religions","494533",""
"Burundi","2008","Jehovah's Witnesses","25454",""
"Burundi","2008","Unknown","491098",""
"Burundi","2008","Total","3964906",""
"Burundi","2008","Adventist","89831",""
"Burundi","2008","Catholic","2418529",""
"Burundi","2008","Muslim","102217",""
"Burundi","2008","Protestant","799925",""
"Burundi","2008","Traditional","1369",""
"Burundi","2008","Other Religions","279311",""
"Burundi","2008","Jehovah's Witnesses","13061",""
"Burundi","2008","Unknown","270663",""
"Burundi","2008","Total","4088668",""
"Burundi","2008","Adventist","95530",""
"Burundi","2008","Catholic","2523304",""
"Burundi","2008","Muslim","98292",""
"Burundi","2008","Protestant","922114",""
"Burundi","2008","Traditional","1378",""
"Burundi","2008","Other Religions","215222",""
"Burundi","2008","Jehovah's Witnesses","12393",""
"Burundi","2008","Unknown","220435",""
"Burundi","2008","Total","811866",""
"Burundi","2008","Adventist","11012",""
"Burundi","2008","Catholic","396334",""
"Burundi","2008","Muslim","109748",""
"Burundi","2008","Protestant","180951",""
"Burundi","2008","Traditional","256",""
"Burundi","2008","Other Religions","79826",""
"Burundi","2008","Jehovah's Witnesses","5253",""
"Burundi","2008","Unknown","28486",""
"Burundi","2008","Total","442596",""
"Burundi","2008","Adventist","5584",""
"Burundi","2008","Catholic","215905",""
"Burundi","2008","Muslim","55934",""
"Burundi","2008","Protestant","88557",""
"Burundi","2008","Traditional","148",""
"Burundi","2008","Other Religions","57603",""
"Burundi","2008","Jehovah's Witnesses","2750",""
"Burundi","2008","Unknown","16115",""
"Burundi","2008","Total","369270",""
"Burundi","2008","Adventist","5428",""
"Burundi","2008","Catholic","180429",""
"Burundi","2008","Muslim","53814",""
"Burundi","2008","Protestant","92394",""
"Burundi","2008","Traditional","108",""
"Burundi","2008","Other Religions","22223",""
"Burundi","2008","Jehovah's Witnesses","2503",""
"Burundi","2008","Unknown","12371",""
"Burundi","2008","Total","7241708",""
"Burundi","2008","Adventist","174349",""
"Burundi","2008","Catholic","4545499",""
"Burundi","2008","Muslim","90761",""
"Burundi","2008","Protestant","1541088",""
"Burundi","2008","Traditional","2491",""
"Burundi","2008","Other Religions","414707",""
"Burundi","2008","Jehovah's Witnesses","20201",""
"Burundi","2008","Unknown","462612",""
"Burundi","2008","Total","3522310",""
"Burundi","2008","Adventist","84247",""
"Burundi","2008","Catholic","2202624",""
"Burundi","2008","Muslim","46283",""
"Burundi","2008","Protestant","711368",""
"Burundi","2008","Traditional","1221",""
"Burundi","2008","Other Religions","221708",""
"Burundi","2008","Jehovah's Witnesses","10311",""
"Burundi","2008","Unknown","254548",""
"Burundi","2008","Total","3719398",""
"Burundi","2008","Adventist","90102",""
"Burundi","2008","Catholic","2342875",""
"Burundi","2008","Muslim","44478",""
"Burundi","2008","Protestant","829720",""
"Burundi","2008","Traditional","1270",""
"Burundi","2008","Other Religions","192999",""
"Burundi","2008","Jehovah's Witnesses","9890",""
"Burundi","2008","Unknown","208064",""
"Cambodia","2008","Total","13395682",""
"Cambodia","2008","Buddhist","12984523",""
"Cambodia","2008","Christian","50056",""
"Cambodia","2008","Islam ","257022",""
"Cambodia","2008","Other","104081",""
"Cambodia","2008","Total","6516054",""
"Cambodia","2008","Buddhist","6313684",""
"Cambodia","2008","Christian","25564",""
"Cambodia","2008","Islam ","125135",""
"Cambodia","2008","Other","51671",""
"Cambodia","2008","Total","6879628",""
"Cambodia","2008","Buddhist","6670839",""
"Cambodia","2008","Christian","24492",""
"Cambodia","2008","Islam ","131887",""
"Cambodia","2008","Other","52410",""
"Cambodia","2008","Total","2614027",""
"Cambodia","2008","Buddhist","2546266",""
"Cambodia","2008","Christian","20605",""
"Cambodia","2008","Islam ","42698",""
"Cambodia","2008","Other","4458",""
"Cambodia","2008","Total","1255570",""
"Cambodia","2008","Buddhist","1221510",""
"Cambodia","2008","Christian","10828",""
"Cambodia","2008","Islam ","20809",""
"Cambodia","2008","Other","2423",""
"Cambodia","2008","Total","1358457",""
"Cambodia","2008","Buddhist","1324756",""
"Cambodia","2008","Christian","9777",""
"Cambodia","2008","Islam ","21889",""
"Cambodia","2008","Other","2035",""
"Cambodia","2008","Total","10781655",""
"Cambodia","2008","Buddhist","10438257",""
"Cambodia","2008","Christian","29451",""
"Cambodia","2008","Islam ","214324",""
"Cambodia","2008","Other","99623",""
"Cambodia","2008","Total","5260484",""
"Cambodia","2008","Buddhist","5092174",""
"Cambodia","2008","Christian","14736",""
"Cambodia","2008","Islam ","104326",""
"Cambodia","2008","Other","49248",""
"Cambodia","2008","Total","5521171",""
"Cambodia","2008","Buddhist","5346083",""
"Cambodia","2008","Christian","14715",""
"Cambodia","2008","Islam ","109998",""
"Cambodia","2008","Other","50375",""
"Cambodia","1998","Total","11437656",""
"Cambodia","1998","Buddhist","11021058",""
"Cambodia","1998","Christian","52695",""
"Cambodia","1998","Islam ","245056",""
"Cambodia","1998","Other","95071",""
"Cambodia","1998","Not Stated","23776",""
"Cambodia","1998","Total","5511408",""
"Cambodia","1998","Buddhist","5307449",""
"Cambodia","1998","Christian","26436",""
"Cambodia","1998","Islam ","118016",""
"Cambodia","1998","Other","46520",""
"Cambodia","1998","Not Stated","12987",""
"Cambodia","1998","Total","5926248",""
"Cambodia","1998","Buddhist","5713609",""
"Cambodia","1998","Christian","26259",""
"Cambodia","1998","Islam ","127040",""
"Cambodia","1998","Other","48551",""
"Cambodia","1998","Not Stated","10789",""
"Cambodia","1998","Total","2095074",""
"Cambodia","1998","Buddhist","2007967",""
"Cambodia","1998","Christian","25501",""
"Cambodia","1998","Islam ","44312",""
"Cambodia","1998","Other","10056",""
"Cambodia","1998","Not Stated","7238",""
"Cambodia","1998","Total","1020264",""
"Cambodia","1998","Buddhist","976859",""
"Cambodia","1998","Christian","12884",""
"Cambodia","1998","Islam ","21531",""
"Cambodia","1998","Other","5103",""
"Cambodia","1998","Not Stated","3887",""
"Cambodia","1998","Total","1074810",""
"Cambodia","1998","Buddhist","1031108",""
"Cambodia","1998","Christian","12617",""
"Cambodia","1998","Islam ","22781",""
"Cambodia","1998","Other","4953",""
"Cambodia","1998","Not Stated","3351",""
"Cambodia","1998","Total","9342582",""
"Cambodia","1998","Buddhist","9013091",""
"Cambodia","1998","Christian","27194",""
"Cambodia","1998","Islam ","200744",""
"Cambodia","1998","Other","85015",""
"Cambodia","1998","Not Stated","16538",""
"Cambodia","1998","Total","4491144",""
"Cambodia","1998","Buddhist","4330590",""
"Cambodia","1998","Christian","13552",""
"Cambodia","1998","Islam ","96485",""
"Cambodia","1998","Other","41417",""
"Cambodia","1998","Not Stated","9100",""
"Cambodia","1998","Total","4851438",""
"Cambodia","1998","Buddhist","4682501",""
"Cambodia","1998","Christian","13642",""
"Cambodia","1998","Islam ","104259",""
"Cambodia","1998","Other","43598",""
"Cambodia","1998","Not Stated","7438",""
"Canada","2021","Total","36328480","14"
"Canada","2021","Aboriginal spirituality","80690","14"
"Canada","2021","Agnostic","83780","14"
"Canada","2021","Anglican","1134310","14"
"Canada","2021","Antiochian Orthodox Christian","2140","14"
"Canada","2021","Armenian Orthodox","14030","14"
"Canada","2021","Associated Gospel","4625","14"
"Canada","2021","Atheist","86385","14"
